63.2773	-18.9556	338.599	-170.733	402.96	267.984
71.5321	68.6667	210.315	-73.8888	269.492	134.515
127.652	-145.948	-77.3475	127.441	248.482	113.505
135.565	94.0974	-53.0669	110.182	205.01	70.0338
71.1608	-71.6329	-71.7709	-34.5975	172.331	37.3545
93.0102	-49.0851	-161.689	8.88573	216.449	81.4728
32.1084	94.547	-72.8853	-190.245	262.036	127.06
113.42	234.721	-36.2166	102.875	291.903	156.926
73.5248	8.48466	-148.945	-44.1209	205.966	70.9896
53.3123	-249.649	-647.261	-516.865	875.579	740.603
12.7392	286.793	-81.2732	-1318.5	1358.5	1223.53
81.8863	56.6423	26.0621	-8.88906	148.947	13.9706
48.4243	25.2532	-287.106	-255.67	408.232	273.256
113.771	86.0604	-59.51	46.0843	176.891	41.914
118.7	-125.119	-39.5653	71.8424	201.495	66.5181
55.1166	-103.143	-505.239	-359.507	642.938	507.961
39.9096	-71.0349	118.013	-164.683	253.598	118.622
111.291	188.025	-191.849	104.684	318.334	183.358
40.4947	-231.245	-295.821	-439.712	593.759	458.782
11.0494	29.4261	-133.379	-699.455	725.336	590.359
37.8951	37.7354	242.909	-315.829	422.369	287.392
108.619	249.938	-102.362	90.9942	315.35	180.373
52.036	353.395	-130.024	-293.817	496.328	361.351
123.511	83.7676	117.04	95.3021	219.127	84.1501
31.7639	-242.506	-354.677	-693.942	827.273	692.296
93.7469	174.051	-219.668	18.3543	311.614	176.638
106.837	-147.326	49.4557	47.0302	211.143	76.1664
113.466	-247.355	-20.1774	107.734	302.352	167.376
103.506	126.713	168.862	50.7085	255.657	120.68
32.1433	-372.811	264.415	-727.392	869.61	734.633
51.3187	115.467	-105.03	-124.967	241.245	106.269
79.9364	-75.549	43.3634	-15.4595	161.387	26.4102
113.29	105.91	-122.766	69.7925	222.212	87.2353
85.5346	65.1727	-206.645	-16.9214	255.841	120.864
55.3794	333.708	-129.927	-247.233	455.615	320.638
108.433	176.023	-73.059	63.5214	242.023	107.047
54.182	-46.2253	-102.188	-80.9436	193.261	58.284
146.608	-52.8875	-10.915	81.9243	166.873	31.8961
19.1121	-34.3531	-4.90685	-100.144	171.615	36.6386
141.472	14.6625	109.468	138.708	222.838	87.8616
104.152	-128.52	165.675	52.8694	254.91	119.934
125.797	-171.092	2.59731	123.395	250.448	115.472
40.4493	-31.7233	27.041	-48.8937	149.489	14.5121
39.1763	-28.6034	70.6982	-93.5896	181.091	46.1148
129.889	-24.237	87.1658	75.6163	179.226	44.249
49.3298	126.201	122.714	-151.248	268.477	133.501
