    0.199998199939727783E+01   -0.116249361650081846E+04   -0.851719318474945908E+01    1
    0.199952566623687744E+01   -0.116156866086259970E+04   -0.851739318474962737E+01    1
    0.199928104877471924E+01   -0.116107300771437599E+04   -0.851759318474962157E+01    1
    0.199860644340515137E+01   -0.115970670970112405E+04   -0.851779318474949143E+01    1
    0.199817693233489990E+01   -0.115883727705460888E+04   -0.851799318474956735E+01    1
    0.199754714965820312E+01   -0.115756310635482646E+04   -0.851819318474962905E+01    1
    0.199731481075286865E+01   -0.115709323832198606E+04   -0.851839318474945451E+01    1
    0.199717938899993896E+01   -0.115681941885004949E+04   -0.851859318474965477E+01    1
    0.199660909175872803E+01   -0.115566668955756131E+04   -0.851879318474973601E+01    1
    0.199658477306365967E+01   -0.115561754900492156E+04   -0.851899318474948153E+01    1
    0.199642717838287354E+01   -0.115529912728750810E+04   -0.851919318474950948E+01    1
    0.199634611606597900E+01   -0.115513535914049453E+04   -0.851939318474960494E+01    1
    0.199589157104492188E+01   -0.115421729396021374E+04   -0.851959318474955651E+01    1
    0.199577713012695312E+01   -0.115398621680787073E+04   -0.851979318474971237E+01    1
    0.199556779861450195E+01   -0.115356360516933364E+04   -0.851999318474986111E+01    1
    0.199522316455841064E+01   -0.115286802492655033E+04   -0.852019318474979492E+01    1
    0.199479091167449951E+01   -0.115199593414744641E+04   -0.852039318474958840E+01    1
    0.199428892135620117E+01   -0.115098360828909381E+04   -0.852059318474959326E+01    1
    0.199388611316680908E+01   -0.115017165573193938E+04   -0.852079318474960523E+01    1
    0.199348008632659912E+01   -0.114935353982539255E+04   -0.852099318474942535E+01    1
    0.199347484111785889E+01   -0.114934297322584416E+04   -0.852119318474941068E+01    1
    0.199314522743225098E+01   -0.114867906759208427E+04   -0.852139318474963936E+01    1
    0.199274635314941406E+01   -0.114787594492548487E+04   -0.852159318474963889E+01    1
    0.199263417720794678E+01   -0.114765013833652915E+04   -0.852179318474949277E+01    1
    0.199217307567596436E+01   -0.114672221693200072E+04   -0.852199318474956513E+01    1
    0.199204766750335693E+01   -0.114646991803604533E+04   -0.852219318474966236E+01    1
