    0.888022343798593350E+00   -0.130172497631710854E+03
    0.892510851504046299E+00   -0.129426573315073313E+03
    0.105591111074026145E+01   -0.129385221174527231E+03
    0.893592468754522584E+00   -0.129252778886126862E+03
    0.895084585567860636E+00   -0.129016820882543243E+03
    0.105328741076251009E+01   -0.128968971438697650E+03
    0.896055810187803448E+00   -0.128865599480675286E+03
    0.105250301719876416E+01   -0.128847169613081775E+03
    0.105245965285447962E+01   -0.128840471408624808E+03
    0.105143366668772598E+01   -0.128683078440964152E+03
    0.898174993920381803E+00   -0.128542111625439446E+03
    0.105047758623408449E+01   -0.128538282397348695E+03
    0.104999640701561381E+01   -0.128466092503199832E+03
    0.104958258749866773E+01   -0.128404374437638637E+03
    0.104949517992975516E+01   -0.128391381557267891E+03
    0.104906150915609464E+01   -0.128327141003752615E+03
    0.104853164638652396E+01   -0.128249155920889848E+03
    0.900480345269112248E+00   -0.128200287012758253E+03
    0.900516469439290312E+00   -0.128195014320886770E+03
    0.104812619541224050E+01   -0.128189856542618884E+03
    0.104782746246678693E+01   -0.128146373159590496E+03
    0.104780340194702148E+01   -0.128142878601266176E+03
    0.901015302020992004E+00   -0.128122468351009815E+03
    0.104750885277035310E+01   -0.128100190928202068E+03
    0.104739207385199662E+01   -0.128083314165164325E+03
    0.104721934556607765E+01   -0.128058401083354198E+03
    0.901684078438346637E+00   -0.128025978964054389E+03
    0.104672559640708740E+01   -0.127987511504696357E+03
    0.902125448064894919E+00   -0.127962783534249667E+03
    0.104652527407504237E+01   -0.127958887828981332E+03
    0.903327171984094068E+00   -0.127792671893322407E+03
    0.104431973609678863E+01   -0.127648987097503635E+03
    0.104418661209736019E+01   -0.127630589512692993E+03
    0.104411306045260588E+01   -0.127620439783506072E+03
    0.104399131870416495E+01   -0.127603663578933009E+03
    0.904714767273071430E+00   -0.127599800038833365E+03
    0.104367342104451621E+01   -0.127559994912680423E+03
    0.104288965744272710E+01   -0.127453184992525308E+03
    0.905965854270273319E+00   -0.127429165204911001E+03
    0.104264674644114175E+01   -0.127420327994332084E+03
    0.104244591624573602E+01   -0.127393251072415552E+03
    0.104225717972217136E+01   -0.127367877347901441E+03
    0.906464138044132617E+00   -0.127362066173089431E+03
    0.906572615096958856E+00   -0.127347523675537715E+03
    0.906848421863862830E+00   -0.127310653610986350E+03
    0.104161248869816947E+01   -0.127281736175347405E+03
    0.907664164282206865E+00   -0.127202484572339444E+03
    0.104097232807854856E+01   -0.127197013264664619E+03
    0.907762891632491353E+00   -0.127189482363851226E+03
    0.104084355175085053E+01   -0.127180068056837385E+03
    0.907926700328732239E+00   -0.127167951567619951E+03
    0.104043884877224024E+01   -0.127127028050917659E+03
    0.908612966537475586E+00   -0.127078326233172135E+03
    0.908851794209952546E+00   -0.127047354061784532E+03
    0.103981499211674988E+01   -0.127045900158663812E+03
    0.908926912493659422E+00   -0.127037635716854254E+03
    0.908973156114912695E+00   -0.127031658546278081E+03
    0.909226203700024382E+00   -0.126999025999443163E+03
    0.909422303461870363E+00   -0.126973824389468717E+03
    0.909600551221533271E+00   -0.126950982964833443E+03
    0.909608136456203420E+00   -0.126950012353821805E+03
    0.103888658882562224E+01   -0.126926592583443210E+03
    0.103866302967071533E+01   -0.126898117895923846E+03
    0.910106539726257324E+00   -0.126886485630880799E+03
    0.103856218116546595E+01   -0.126885305175550968E+03
    0.103834125989877224E+01   -0.126857307566125741E+03
    0.103830147736086631E+01   -0.126852276129360561E+03
    0.103829477263004666E+01   -0.126851428466646894E+03
    0.103824916472265727E+01   -0.126845664728566888E+03
    0.910545579336112243E+00   -0.126830932207237467E+03
    0.910676197875393445E+00   -0.126814478066070137E+03
    0.103791839587296542E+01   -0.126803986576847109E+03
    0.103786587715148926E+01   -0.126797388910429774E+03
    0.103780027849393064E+01   -0.126789155734583318E+03
    0.103770911693572998E+01   -0.126777728326564173E+03
    0.911137024944933871E+00   -0.126756696621414434E+03
    0.911180975817191818E+00   -0.126751207706910662E+03
    0.103721793922660677E+01   -0.126716440247066870E+03
    0.103703913967457373E+01   -0.126694248425963707E+03
    0.911686157718921808E+00   -0.126688390981950704E+03
    0.911776850860580801E+00   -0.126677167176555955E+03
    0.103688104765240441E+01   -0.126674679372427335E+03
    0.103673743583388012E+01   -0.126656945540562603E+03
    0.103667497634887695E+01   -0.126649245484159209E+03
    0.912072346447887927E+00   -0.126640710660888246E+03
    0.103658486670521777E+01   -0.126638150281318644E+03
    0.103657267593260838E+01   -0.126636650463748254E+03
    0.103654322194965864E+01   -0.126633027984388860E+03
    0.103651585231581000E+01   -0.126629663391572393E+03
    0.912292401897877192E+00   -0.126613673635463584E+03
    0.912371277809143066E+00   -0.126604005881681829E+03
    0.912446509661599681E+00   -0.126594796235814201E+03
    0.912663537527436231E+00   -0.126568291058991974E+03
    0.912786661459828896E+00   -0.126553295573499469E+03
    0.103582485593524987E+01   -0.126545208706252197E+03
    0.103577056013472779E+01   -0.126538612581142360E+03
    0.912931999713413767E+00   -0.126535633128953734E+03
    0.103568005561828613E+01   -0.126527630592687871E+03
    0.103539897071895481E+01   -0.126493626452691728E+03
    0.913307943484654938E+00   -0.126490139699457799E+03
    0.913316005076749260E+00   -0.126489167215659151E+03
    0.913402416010729801E+00   -0.126478751383553714E+03
    0.913508571826560756E+00   -0.126465975739670213E+03
    0.913561543695233458E+00   -0.126459609010404222E+03
    0.103509782000371597E+01   -0.126457368155524748E+03
    0.913580587840131297E+00   -0.126457321435616279E+03
    0.103505763814589535E+01   -0.126452543848606325E+03
    0.913700377625638271E+00   -0.126442948773336312E+03
    0.103494954109191895E+01   -0.126439581361464846E+03
    0.913995938225222071E+00   -0.126407608042961911E+03
    0.103465914288460303E+01   -0.126404872556513823E+03
    0.103451369774073454E+01   -0.126387551399540968E+03
    0.103447955378215273E+01   -0.126383491233686968E+03
    0.103434826613465169E+01   -0.126367900871278465E+03
    0.914374312097068764E+00   -0.126362617203260157E+03
    0.914512722623427532E+00   -0.126346230086759363E+03
    0.103414416792705111E+01   -0.126343731934180497E+03
    0.914820892286894893E+00   -0.126309880353184553E+03
    0.103372579322692681E+01   -0.126294446158134036E+03
    0.914958776802299090E+00   -0.126293677159915205E+03
    0.914964166997977224E+00   -0.126293044506294081E+03
    0.915006196274013806E+00   -0.126288113450399194E+03
    0.915018840934530564E+00   -0.126286630607580591E+03
    0.103365534629044031E+01   -0.126286181335524375E+03
    0.103358023115907272E+01   -0.126277379647582009E+03
    0.103350707894738525E+01   -0.126268818686336445E+03
    0.103341274125933724E+01   -0.126257794017461151E+03
    0.915451434895619087E+00   -0.126236090557727280E+03
    0.103315067291259766E+01   -0.126227260006198435E+03
    0.103314432664621991E+01   -0.126226522275913737E+03
    0.915587306022644043E+00   -0.126220293041281352E+03
    0.915642752512293767E+00   -0.126213856851773528E+03
    0.103298688861962251E+01   -0.126208246165797519E+03
    0.103286374462820940E+01   -0.126193985209974983E+03
    0.915903655142428108E+00   -0.126183653032523623E+03
    0.915903806686401367E+00   -0.126183635527888100E+03
    0.916075593203674154E+00   -0.126163821896469699E+03
    0.103256243287622018E+01   -0.126159217555046794E+03
    0.916121163882995249E+00   -0.126158575623819232E+03
    0.103252443896243928E+01   -0.126154846267948031E+03
    0.103251892701248504E+01   -0.126154212342445788E+03
    0.916163205117138002E+00   -0.126153739314922532E+03
    0.103244797272440514E+01   -0.126146057301869234E+03
    0.916251201977046348E+00   -0.126143627705789498E+03
    0.103240709733856595E+01   -0.126141363859359501E+03
    0.916337520232522906E+00   -0.126133723854226091E+03
    0.916347755843610834E+00   -0.126132550433155984E+03
    0.916387388680638737E+00   -0.126128008837013340E+03
    0.103223735434885766E+01   -0.126121908760865438E+03
    0.103221821700532601E+01   -0.126119718906135489E+03
    0.103218791268116794E+01   -0.126116252713023755E+03
    0.916553005323571424E+00   -0.126109064132711836E+03
    0.103210286648653482E+01   -0.126106534868541885E+03
    0.916584309646789053E+00   -0.126105489358501103E+03
    0.103206372666863011E+01   -0.126102067342331424E+03
    0.103201329367235384E+01   -0.126096315246536761E+03
    0.103200960159301758E+01   -0.126095894346832083E+03
    0.103193130817293155E+01   -0.126086975184651010E+03
    0.916803772880659729E+00   -0.126080482308532254E+03
    0.103179018099547215E+01   -0.126070928625628724E+03
    0.916969402771811604E+00   -0.126061672414925638E+03
    0.916989188311704062E+00   -0.126059429079752547E+03
    0.103164782938689026E+01   -0.126054782728731837E+03
    0.917070798502847118E+00   -0.126050184085815332E+03
    0.103153504285330344E+01   -0.126042018621841706E+03
    0.103149782705005544E+01   -0.126037812408681219E+03
    0.917256633419286649E+00   -0.126029181391910299E+03
    0.103136901402620285E+01   -0.126023274810622766E+03
    0.103135253605880584E+01   -0.126021417504100569E+03
    0.103133595909941644E+01   -0.126019549581306165E+03
    0.103126764297485352E+01   -0.126011857324573867E+03
    0.103124436124970353E+01   -0.126009237957360583E+03
    0.103121004071358735E+01   -0.126005378595726256E+03
    0.917500598480247676E+00   -0.126001712578544030E+03
