   -0.102986801862716675E+02   -0.123561966419219971E+02    0.595786571502685547E+00   -0.127564983668829541E+03
   -0.110378991681371090E+02   -0.127984660193772299E+02    0.560696711468229081E+00   -0.126990484566602419E+03
   -0.101900423765182495E+02   -0.134155066013336182E+02    0.522001266479492188E+00   -0.126464370321201173E+03
   -0.112457091808319092E+02   -0.130212378501892090E+02    0.496391177177429199E+00   -0.126060006398376487E+03
   -0.117595295310020447E+02   -0.133723654747009277E+02    0.492377877235412598E+00   -0.126004163040482183E+03
   -0.103544257283210754E+02   -0.134085206985473633E+02    0.489325046539306641E+00   -0.125970652671843311E+03
   -0.115013014604254504E+02   -0.134477339433185783E+02    0.480360444053858249E+00   -0.125838565880895345E+03
   -0.117208851575851440E+02   -0.115426580905914307E+02    0.525887012481689453E-01   -0.125532053977112326E+03
   -0.108126438635651603E+02   -0.117425508360462789E+02    0.405074555109558920E+00   -0.125448050367574979E+03
   -0.114943311810493469E+02   -0.141531748771667480E+02    0.447878837585449219E+00   -0.125402765807586661E+03
   -0.104352236986160278E+02   -0.135266997814178467E+02    0.443028211593627930E+00   -0.125343004899592358E+03
   -0.119526161607026769E+02   -0.118809189959693686E+02    0.425265295511876973E+00   -0.125253183952700610E+03
   -0.109316091956338575E+02   -0.121673106170042473E+02    0.435422214423446086E+00   -0.125252125299815717E+03
   -0.956920427083969116E+01   -0.124427530765533447E+02   -0.640412449836730957E+00   -0.125207040134680398E+03
   -0.105642716763932381E+02   -0.126361200112586189E+02    0.428963580578269221E+00   -0.125159350496171214E+03
   -0.100699695345774138E+02   -0.132251990742736005E+02    0.416333179090728533E+00   -0.125102879932014758E+03
   -0.104535613656044006E+02   -0.146243362426757812E+02    0.424285888671875000E+00   -0.125100120255798458E+03
   -0.106300367116928101E+02   -0.121289069652557373E+02    0.412894487380981445E+00   -0.124975282231894909E+03
   -0.103171924948692322E+02   -0.129677698612213135E+02    0.409595489501953125E+00   -0.124922618408215115E+03
   -0.992081981897354126E+01   -0.140045123100280762E+02    0.377366900444030762E+00   -0.124921411143895909E+03
   -0.102552118010975715E+02   -0.138075403654216977E+02    0.406362666170289932E+00   -0.124889525190690620E+03
   -0.991796416044235229E+01   -0.118553237915039062E+02    0.289367437362670898E+00   -0.124852777434181291E+03
   -0.973821443319320679E+01   -0.145635232925415039E+02    0.217584848403930664E+00   -0.124840962699814725E+03
   -0.119079894826077641E+02   -0.119297992967639370E+02    0.383821443086133973E+00   -0.124671795763226356E+03
   -0.114620224833488464E+02   -0.114475455284118652E+02   -0.966428279876708984E+00   -0.124643563341227178E+03
   -0.105694678122452608E+02   -0.141332325260571139E+02    0.386891719788157840E+00   -0.124632002946545285E+03
   -0.119807500839233398E+02   -0.138531172275543213E+02    0.384034395217895508E+00   -0.124596338870503388E+03
   -0.103355370497836478E+02   -0.139541204663014131E+02    0.382438041476075963E+00   -0.124585532837051105E+03
   -0.107011009454727173E+02   -0.133698837757110596E+02    0.380774736404418945E+00   -0.124557261382650609E+03
   -0.115860335230827332E+02   -0.117770290374755859E+02    0.346056580543518066E+00   -0.124471531888267791E+03
   -0.999185678084475803E+01   -0.122476367685541323E+02    0.347034657593390916E+00   -0.124446290854294929E+03
   -0.105966548323631287E+02   -0.134801921844482422E+02    0.370569705963134766E+00   -0.124435521918639751E+03
   -0.103378389477729797E+02   -0.125292472839355469E+02    0.368628382682800293E+00   -0.124424978838432139E+03
   -0.990184944868087769E+01   -0.135528087615966797E+02    0.328976154327392578E+00   -0.124397418547609618E+03
   -0.115800045132637024E+02   -0.131165659427642822E+02    0.364599466323852539E+00   -0.124364058053808719E+03
   -0.103774366598515684E+02   -0.139497711139628269E+02    0.361712030474423685E+00   -0.124335610164668509E+03
   -0.107038926481016183E+02   -0.125793007042965641E+02    0.353761953948507291E+00   -0.124238338103134680E+03
   -0.107994986772537231E+02   -0.133755109310150146E+02    0.353406786918640137E+00   -0.124233201610281384E+03
   -0.106076197028160095E+02   -0.136671895980834961E+02    0.352577209472656250E+00   -0.124224110312913879E+03
   -0.113997856974601746E+02   -0.133615868091583252E+02    0.352520227432250977E+00   -0.124222792805029528E+03
   -0.992851805686950684E+01   -0.141469509601593018E+02    0.320541858673095703E+00   -0.124195102979712431E+03
   -0.986175372233644154E+01   -0.139230099336621347E+02    0.294073506503135684E+00   -0.124187025053999662E+03
   -0.118581856489181519E+02   -0.139499402046203613E+02    0.349350810050964355E+00   -0.124186120005692388E+03
   -0.108106271624565125E+02   -0.117554988861083984E+02    0.311344861984252930E+00   -0.124142794621513289E+03
   -0.119268665909767151E+02   -0.122332253456115723E+02    0.344434499740600586E+00   -0.124133460883477369E+03
   -0.103542943000793457E+02   -0.128992915153503418E+02    0.342067003250122070E+00   -0.124109822196112930E+03
   -0.109879504129484733E+02   -0.147499333802638386E+02    0.339563361606287195E+00   -0.124073928571378218E+03
   -0.103825111389160156E+02   -0.144783411026000977E+02    0.337079882621765137E+00   -0.124050691907703936E+03
   -0.119224087595939636E+02   -0.140636758804321289E+02    0.329939603805541992E+00   -0.123965099449340059E+03
   -0.113971806866928400E+02   -0.120290302364771282E+02    0.326759590833576530E+00   -0.123953876179060842E+03
   -0.116317130327224731E+02   -0.126412050724029541E+02    0.327537178993225098E+00   -0.123938263091878980E+03
   -0.114669391630402053E+02   -0.124783308823232080E+02    0.326366942219774581E+00   -0.123925495158490492E+03
   -0.991621267795562744E+01   -0.123296167850494385E+02    0.284655332565307617E+00   -0.123904978513136314E+03
   -0.109589464664459229E+02   -0.137713739871978760E+02    0.322403788566589355E+00   -0.123880975991676422E+03
   -0.110946373343467712E+02   -0.144012401103973389E+02    0.321974873542785645E+00   -0.123876196511699703E+03
   -0.112877730727195740E+02   -0.143873214721679688E+02    0.317370533943176270E+00   -0.123825264866117507E+03
   -0.101715517147283894E+02   -0.147172562255083008E+02    0.312680386336101845E+00   -0.123806975314025635E+03
   -0.968004807021239522E+01   -0.130297105547356686E+02   -0.660134838398229729E-02   -0.123771312175605061E+03
   -0.102729774713516235E+02   -0.134210727214813232E+02    0.310626268386840820E+00   -0.123764331615736381E+03
   -0.101081810593605042E+02   -0.134389953613281250E+02    0.305943131446838379E+00   -0.123759501878142572E+03
   -0.115291963602523566E+02   -0.148196327701346071E+02    0.310435713301415950E+00   -0.123749214518415641E+03
   -0.118402187837486874E+02   -0.141969269679697465E+02    0.309789613006174358E+00   -0.123742169027528945E+03
   -0.111428229212760925E+02   -0.119524629116058350E+02    0.303049206733703613E+00   -0.123715237474097862E+03
