3.95E+00	3.08E+07
3.97E+00	3.45E+07
4.00E+00	3.56E+07
4.02E+00	2.31E+07
4.04E+00	3.67E+07
4.07E+00	3.12E+07
4.09E+00	4.46E+07
4.12E+00	2.38E+07
4.14E+00	1.44E+07
4.17E+00	1.74E+07
4.19E+00	1.52E+07
4.22E+00	3.84E+07
4.24E+00	2.42E+07
4.27E+00	2.18E+07
4.29E+00	2.21E+07
4.32E+00	1.76E+07
4.34E+00	2.26E+07
4.37E+00	2.69E+07
4.39E+00	2.86E+07
4.42E+00	3.50E+07
4.44E+00	1.35E+08
4.47E+00	2.93E+07
4.49E+00	1.04E+07
4.52E+00	2.25E+07
4.54E+00	3.01E+07
4.57E+00	2.45E+07
4.59E+00	1.77E+07
4.62E+00	1.95E+07
4.64E+00	3.01E+07
4.67E+00	2.43E+07
4.69E+00	2.90E+07
4.72E+00	2.07E+07
4.74E+00	2.65E+07
4.77E+00	2.09E+07
4.79E+00	2.26E+07
4.82E+00	2.56E+07
4.84E+00	3.16E+07
4.87E+00	2.82E+07
4.89E+00	2.01E+07
4.92E+00	1.18E+07
4.94E+00	1.61E+08
4.97E+00	1.49E+09
4.99E+00	1.95E+07
5.02E+00	2.25E+07
5.04E+00	6.91E+06
5.07E+00	1.94E+07
5.09E+00	1.31E+07
5.12E+00	2.73E+07
5.14E+00	1.55E+07
5.17E+00	4.08E+06
5.19E+00	7.50E+06
5.22E+00	1.15E+07
5.24E+00	1.07E+07
5.27E+00	5.34E+06
5.29E+00	9.14E+06
5.32E+00	1.29E+07
5.34E+00	1.03E+07
5.37E+00	1.79E+07
5.39E+00	1.80E+07
5.42E+00	1.42E+07
5.44E+00	1.51E+07
5.47E+00	1.74E+07
5.49E+00	1.36E+07
5.52E+00	2.42E+07
5.54E+00	1.26E+07
5.57E+00	1.47E+07
5.59E+00	1.50E+07
5.62E+00	2.31E+07
5.64E+00	1.29E+07
5.67E+00	1.57E+07
5.69E+00	9.41E+06
5.72E+00	1.73E+07
5.74E+00	1.24E+07
5.77E+00	1.60E+07
5.79E+00	8.66E+06
5.82E+00	1.24E+07
5.84E+00	8.67E+06
5.87E+00	4.10E+06
5.89E+00	1.10E+07
5.92E+00	3.90E+07
5.94E+00	5.02E+07
5.97E+00	7.18E+06
5.99E+00	1.06E+07
6.02E+00	8.60E+06
6.04E+00	5.83E+07
6.07E+00	6.26E+06
6.09E+00	1.03E+07
6.12E+00	1.48E+07
6.14E+00	1.41E+07
6.17E+00	3.24E+06
6.19E+00	4.00E+06
6.22E+00	1.50E+07
6.24E+00	4.92E+06
6.27E+00	7.25E+06
6.29E+00	3.25E+06
6.32E+00	3.55E+06
6.34E+00	1.27E+07
6.37E+00	1.14E+07
6.39E+00	4.36E+07
6.42E+00	1.90E+07
6.44E+00	2.70E+07
6.47E+00	7.40E+06
6.49E+00	9.11E+06
6.52E+00	3.22E+06
6.54E+00	1.79E+06
6.57E+00	5.27E+06
6.59E+00	4.27E+06
6.62E+00	9.10E+06
6.64E+00	9.52E+06
6.67E+00	7.29E+06
6.69E+00	6.62E+06
6.72E+00	6.59E+06
6.74E+00	6.01E+06
6.77E+00	4.35E+06
6.79E+00	6.56E+06
6.82E+00	3.50E+06
6.84E+00	2.68E+06
6.87E+00	7.66E+05
6.89E+00	7.32E+06
6.92E+00	4.14E+06
6.94E+00	5.88E+06
6.97E+00	1.62E+06
6.99E+00	4.20E+06
7.02E+00	3.46E+06
7.04E+00	4.84E+06
7.07E+00	1.18E+07
7.09E+00	4.96E+06
7.12E+00	6.42E+06
7.14E+00	9.69E+05
7.17E+00	7.36E+06
7.19E+00	2.65E+06
7.22E+00	1.99E+07
7.24E+00	2.80E+06
7.27E+00	1.29E+07
7.29E+00	3.09E+07
7.32E+00	3.20E+06
7.34E+00	4.98E+06
7.37E+00	4.68E+06
7.39E+00	6.53E+06
7.42E+00	6.94E+06
7.44E+00	1.64E+06
7.47E+00	2.95E+06
7.49E+00	2.54E+06
7.52E+00	3.56E+06
7.54E+00	2.62E+06
7.57E+00	6.52E+06
7.59E+00	1.64E+06
7.62E+00	4.87E+07
7.64E+00	1.83E+08
7.67E+00	1.30E+08
7.69E+00	8.33E+05
7.72E+00	9.94E+06
7.74E+00	3.22E+07
7.77E+00	6.70E+06
7.79E+00	1.07E+07
7.82E+00	3.57E+06
7.84E+00	2.50E+06
7.87E+00	7.34E+06
7.89E+00	5.09E+06
7.92E+00	2.58E+06
7.94E+00	5.91E+06
7.97E+00	2.39E+06
7.99E+00	6.78E+06
8.02E+00	6.48E+06
8.04E+00	0.00E+00
8.06E+00	0.00E+00
8.09E+00	1.68E+06
8.11E+00	3.70E+06
8.14E+00	6.58E+06
8.16E+00	2.51E+06
8.19E+00	1.95E+06
8.21E+00	0.00E+00
8.24E+00	1.60E+06
8.26E+00	7.94E+05
8.29E+00	3.19E+06
8.31E+00	4.32E+06
8.34E+00	3.53E+06
8.36E+00	1.69E+06
8.39E+00	8.66E+05
8.41E+00	1.61E+06
8.44E+00	5.84E+06
8.46E+00	2.81E+06
8.49E+00	6.84E+06
8.51E+00	2.18E+06
8.54E+00	2.56E+07
8.56E+00	2.49E+06
8.59E+00	4.88E+06
8.61E+00	8.13E+05
8.64E+00	1.76E+06
8.66E+00	5.89E+06
8.69E+00	4.11E+06
8.71E+00	5.83E+06
8.74E+00	7.75E+05
8.76E+00	7.21E+06
8.79E+00	8.38E+06
8.81E+00	7.68E+06
8.84E+00	7.56E+06
8.86E+00	1.25E+07
8.89E+00	6.40E+06
8.91E+00	1.08E+07
8.94E+00	1.41E+07
8.96E+00	1.27E+07
8.99E+00	7.33E+06
9.01E+00	8.22E+07
9.04E+00	8.20E+05
9.06E+00	0.00E+00
9.09E+00	0.00E+00
9.11E+00	0.00E+00
9.14E+00	0.00E+00
9.16E+00	0.00E+00
9.19E+00	0.00E+00
9.21E+00	0.00E+00
9.24E+00	0.00E+00
9.26E+00	4.02E+06
9.29E+00	7.90E+06
9.31E+00	2.33E+06
9.34E+00	0.00E+00
9.36E+00	0.00E+00
9.39E+00	0.00E+00
9.41E+00	0.00E+00
9.44E+00	0.00E+00
9.46E+00	0.00E+00
9.49E+00	0.00E+00
9.51E+00	5.28E+06
9.54E+00	5.70E+06
9.56E+00	1.60E+06
9.59E+00	6.80E+06
9.61E+00	4.66E+06
9.64E+00	4.14E+06
9.66E+00	2.15E+06
9.69E+00	8.42E+05
9.71E+00	3.40E+06
9.74E+00	4.39E+06
9.76E+00	1.01E+06
9.79E+00	0.00E+00
9.81E+00	0.00E+00
9.84E+00	0.00E+00
9.86E+00	0.00E+00
9.89E+00	0.00E+00
9.91E+00	0.00E+00
9.94E+00	0.00E+00
9.96E+00	0.00E+00
9.99E+00	0.00E+00
1.00E+01	0.00E+00
1.00E+01	0.00E+00
1.01E+01	0.00E+00
1.01E+01	0.00E+00
1.01E+01	0.00E+00
1.01E+01	0.00E+00
1.02E+01	0.00E+00
1.02E+01	0.00E+00
1.02E+01	0.00E+00
1.02E+01	0.00E+00
1.03E+01	0.00E+00
1.03E+01	0.00E+00
1.03E+01	0.00E+00
1.03E+01	0.00E+00
1.04E+01	0.00E+00
1.04E+01	0.00E+00
1.04E+01	0.00E+00
1.04E+01	0.00E+00
1.05E+01	0.00E+00
1.05E+01	0.00E+00
1.05E+01	0.00E+00
1.05E+01	0.00E+00
1.06E+01	0.00E+00
1.06E+01	0.00E+00
1.06E+01	1.13E+06
1.06E+01	0.00E+00
1.07E+01	0.00E+00
1.07E+01	0.00E+00
1.07E+01	0.00E+00
1.07E+01	0.00E+00
1.08E+01	0.00E+00
1.08E+01	0.00E+00
1.08E+01	0.00E+00
1.08E+01	0.00E+00
1.09E+01	0.00E+00
1.09E+01	0.00E+00
1.09E+01	0.00E+00
1.09E+01	0.00E+00
1.10E+01	0.00E+00
1.10E+01	0.00E+00
1.10E+01	0.00E+00
1.10E+01	0.00E+00
1.11E+01	0.00E+00
1.11E+01	0.00E+00
1.11E+01	0.00E+00
1.11E+01	0.00E+00
1.12E+01	0.00E+00
1.12E+01	0.00E+00
1.12E+01	0.00E+00
1.12E+01	0.00E+00
1.13E+01	0.00E+00
1.13E+01	0.00E+00
1.13E+01	0.00E+00
1.13E+01	0.00E+00
1.14E+01	0.00E+00
1.14E+01	0.00E+00
1.14E+01	0.00E+00
1.14E+01	0.00E+00
1.15E+01	0.00E+00
1.15E+01	0.00E+00
1.15E+01	0.00E+00
1.15E+01	0.00E+00
1.16E+01	0.00E+00
1.16E+01	0.00E+00
1.16E+01	0.00E+00
1.16E+01	0.00E+00
1.17E+01	0.00E+00
1.17E+01	0.00E+00
1.17E+01	0.00E+00
1.17E+01	0.00E+00
1.18E+01	0.00E+00
1.18E+01	0.00E+00
1.18E+01	0.00E+00
1.18E+01	0.00E+00
1.19E+01	0.00E+00
1.19E+01	0.00E+00
1.19E+01	0.00E+00
1.19E+01	0.00E+00
1.20E+01	0.00E+00
1.20E+01	0.00E+00
1.20E+01	0.00E+00
1.20E+01	0.00E+00
1.21E+01	0.00E+00
1.21E+01	0.00E+00
1.21E+01	0.00E+00
1.21E+01	0.00E+00
1.22E+01	0.00E+00
1.22E+01	0.00E+00
1.22E+01	0.00E+00
1.22E+01	0.00E+00
1.23E+01	0.00E+00
1.23E+01	0.00E+00
1.23E+01	0.00E+00
1.23E+01	0.00E+00
1.24E+01	0.00E+00
1.24E+01	0.00E+00
1.24E+01	0.00E+00
1.24E+01	0.00E+00
1.25E+01	0.00E+00
1.25E+01	0.00E+00
1.25E+01	0.00E+00
1.25E+01	0.00E+00
1.26E+01	0.00E+00
1.26E+01	0.00E+00
1.26E+01	0.00E+00
1.26E+01	0.00E+00
1.27E+01	0.00E+00
1.27E+01	0.00E+00
1.27E+01	0.00E+00
1.27E+01	0.00E+00
1.28E+01	0.00E+00
1.28E+01	0.00E+00
1.28E+01	0.00E+00
1.28E+01	0.00E+00
1.29E+01	0.00E+00
1.29E+01	0.00E+00
1.29E+01	0.00E+00
1.29E+01	0.00E+00
1.30E+01	0.00E+00
1.30E+01	0.00E+00
1.30E+01	0.00E+00
1.30E+01	0.00E+00
1.31E+01	0.00E+00
1.31E+01	0.00E+00
1.31E+01	0.00E+00
1.31E+01	0.00E+00
1.32E+01	0.00E+00
1.32E+01	0.00E+00
1.32E+01	0.00E+00
1.32E+01	0.00E+00
1.33E+01	0.00E+00
1.33E+01	0.00E+00
1.33E+01	0.00E+00
1.33E+01	0.00E+00
1.34E+01	0.00E+00
1.34E+01	0.00E+00
1.34E+01	0.00E+00
1.34E+01	0.00E+00
1.35E+01	0.00E+00
1.35E+01	0.00E+00
1.35E+01	0.00E+00
1.35E+01	0.00E+00
1.36E+01	0.00E+00
1.36E+01	0.00E+00
1.36E+01	0.00E+00
1.36E+01	0.00E+00
1.37E+01	0.00E+00
1.37E+01	0.00E+00
1.37E+01	0.00E+00
1.37E+01	0.00E+00
1.38E+01	0.00E+00
1.38E+01	0.00E+00
1.38E+01	0.00E+00
1.38E+01	0.00E+00
1.39E+01	0.00E+00
1.39E+01	0.00E+00
1.39E+01	0.00E+00
1.39E+01	0.00E+00
1.40E+01	0.00E+00
1.40E+01	0.00E+00
1.40E+01	0.00E+00
1.40E+01	0.00E+00
1.41E+01	0.00E+00
1.41E+01	0.00E+00
1.41E+01	0.00E+00
1.41E+01	0.00E+00
1.42E+01	0.00E+00
1.42E+01	0.00E+00
1.42E+01	0.00E+00
1.42E+01	0.00E+00
1.43E+01	0.00E+00
1.43E+01	0.00E+00
1.43E+01	0.00E+00
1.43E+01	0.00E+00
1.44E+01	0.00E+00
1.44E+01	0.00E+00
1.44E+01	0.00E+00
1.44E+01	0.00E+00
1.45E+01	0.00E+00
1.45E+01	0.00E+00
1.45E+01	0.00E+00
1.45E+01	0.00E+00
1.46E+01	0.00E+00
1.46E+01	0.00E+00
1.46E+01	0.00E+00
1.46E+01	0.00E+00
1.47E+01	0.00E+00
1.47E+01	0.00E+00
1.47E+01	0.00E+00
1.47E+01	0.00E+00
1.48E+01	0.00E+00
1.48E+01	0.00E+00
1.48E+01	0.00E+00
1.48E+01	0.00E+00
1.49E+01	0.00E+00
1.49E+01	0.00E+00
1.49E+01	0.00E+00
1.49E+01	0.00E+00
1.50E+01	0.00E+00
1.50E+01	0.00E+00
1.50E+01	0.00E+00
1.50E+01	0.00E+00
1.51E+01	0.00E+00
1.51E+01	0.00E+00
1.51E+01	0.00E+00
1.51E+01	0.00E+00
1.52E+01	0.00E+00
1.52E+01	0.00E+00
1.52E+01	0.00E+00
1.52E+01	0.00E+00
1.53E+01	0.00E+00
1.53E+01	0.00E+00
1.53E+01	0.00E+00
1.53E+01	0.00E+00
1.54E+01	0.00E+00
1.54E+01	0.00E+00
1.54E+01	0.00E+00
1.54E+01	0.00E+00
1.55E+01	0.00E+00
1.55E+01	0.00E+00
1.55E+01	0.00E+00
1.55E+01	0.00E+00
1.56E+01	0.00E+00
1.56E+01	0.00E+00
1.56E+01	0.00E+00
1.56E+01	0.00E+00
1.57E+01	0.00E+00
1.57E+01	0.00E+00
1.57E+01	0.00E+00
1.57E+01	0.00E+00
1.58E+01	0.00E+00
1.58E+01	0.00E+00
1.58E+01	0.00E+00
1.58E+01	0.00E+00
1.59E+01	0.00E+00
1.59E+01	0.00E+00
1.59E+01	0.00E+00
1.59E+01	0.00E+00
1.60E+01	0.00E+00
1.60E+01	0.00E+00
1.60E+01	0.00E+00
1.60E+01	0.00E+00
1.61E+01	0.00E+00
1.61E+01	0.00E+00
1.61E+01	0.00E+00
1.61E+01	0.00E+00
1.62E+01	0.00E+00
1.62E+01	0.00E+00
1.62E+01	0.00E+00
1.62E+01	0.00E+00
1.63E+01	0.00E+00
1.63E+01	0.00E+00
1.63E+01	0.00E+00
1.63E+01	0.00E+00
1.64E+01	0.00E+00
1.64E+01	0.00E+00
1.64E+01	0.00E+00
1.64E+01	0.00E+00
1.65E+01	0.00E+00
1.65E+01	0.00E+00
1.65E+01	0.00E+00
1.65E+01	0.00E+00
1.66E+01	0.00E+00
1.66E+01	0.00E+00
1.66E+01	0.00E+00
1.66E+01	0.00E+00
1.67E+01	0.00E+00
1.67E+01	0.00E+00
1.67E+01	0.00E+00
1.67E+01	0.00E+00
1.68E+01	0.00E+00
1.68E+01	0.00E+00
1.68E+01	0.00E+00
1.68E+01	0.00E+00
1.69E+01	0.00E+00
1.69E+01	0.00E+00
1.69E+01	0.00E+00
1.69E+01	0.00E+00
1.70E+01	0.00E+00
1.70E+01	0.00E+00
1.70E+01	0.00E+00
1.70E+01	0.00E+00
1.71E+01	0.00E+00
1.71E+01	0.00E+00
1.71E+01	0.00E+00
1.71E+01	0.00E+00
1.72E+01	0.00E+00
1.72E+01	0.00E+00
1.72E+01	0.00E+00
1.72E+01	0.00E+00
1.73E+01	0.00E+00
1.73E+01	0.00E+00
1.73E+01	0.00E+00
1.73E+01	0.00E+00
1.74E+01	0.00E+00
1.74E+01	0.00E+00
1.74E+01	0.00E+00
1.74E+01	0.00E+00
1.75E+01	0.00E+00
1.75E+01	0.00E+00
1.75E+01	0.00E+00
1.75E+01	0.00E+00
1.76E+01	0.00E+00
1.76E+01	0.00E+00
1.76E+01	0.00E+00
1.76E+01	0.00E+00
1.77E+01	0.00E+00
1.77E+01	0.00E+00
1.77E+01	0.00E+00
1.77E+01	0.00E+00
1.78E+01	0.00E+00
1.78E+01	0.00E+00
1.78E+01	0.00E+00
1.78E+01	0.00E+00
1.79E+01	0.00E+00
1.79E+01	0.00E+00
1.79E+01	0.00E+00
1.79E+01	0.00E+00
1.80E+01	0.00E+00
1.80E+01	0.00E+00
1.80E+01	0.00E+00
1.80E+01	0.00E+00
1.81E+01	0.00E+00
1.81E+01	0.00E+00
1.81E+01	0.00E+00
1.81E+01	0.00E+00
1.82E+01	0.00E+00
1.82E+01	0.00E+00
1.82E+01	0.00E+00
1.82E+01	0.00E+00
1.83E+01	0.00E+00
1.83E+01	0.00E+00
1.83E+01	0.00E+00
1.83E+01	0.00E+00
1.84E+01	0.00E+00
1.84E+01	0.00E+00
1.84E+01	0.00E+00
1.84E+01	0.00E+00
1.85E+01	0.00E+00
1.85E+01	0.00E+00
1.85E+01	0.00E+00
1.85E+01	0.00E+00
1.86E+01	0.00E+00
1.86E+01	0.00E+00
1.86E+01	0.00E+00
1.86E+01	0.00E+00
1.87E+01	0.00E+00
1.87E+01	0.00E+00
1.87E+01	0.00E+00
1.87E+01	0.00E+00
1.88E+01	0.00E+00
1.88E+01	0.00E+00
1.88E+01	0.00E+00
1.88E+01	0.00E+00
1.89E+01	0.00E+00
1.89E+01	0.00E+00
1.89E+01	0.00E+00
1.89E+01	0.00E+00
1.90E+01	0.00E+00
1.90E+01	0.00E+00
1.90E+01	0.00E+00
1.90E+01	0.00E+00
1.91E+01	0.00E+00
1.91E+01	0.00E+00
1.91E+01	0.00E+00
1.91E+01	0.00E+00
1.92E+01	0.00E+00
1.92E+01	0.00E+00
1.92E+01	0.00E+00
1.92E+01	0.00E+00
1.93E+01	0.00E+00
1.93E+01	0.00E+00
1.93E+01	0.00E+00
1.93E+01	0.00E+00
1.94E+01	0.00E+00
1.94E+01	0.00E+00
1.94E+01	0.00E+00
1.94E+01	0.00E+00
1.95E+01	0.00E+00
1.95E+01	0.00E+00
1.95E+01	0.00E+00
1.95E+01	0.00E+00
1.96E+01	0.00E+00
1.96E+01	0.00E+00
1.96E+01	0.00E+00
1.96E+01	0.00E+00
1.97E+01	0.00E+00
1.97E+01	0.00E+00
1.97E+01	0.00E+00
1.97E+01	0.00E+00
1.98E+01	0.00E+00
1.98E+01	0.00E+00
1.98E+01	0.00E+00
1.98E+01	0.00E+00
1.99E+01	0.00E+00
1.99E+01	0.00E+00
1.99E+01	0.00E+00
1.99E+01	0.00E+00
2.00E+01	0.00E+00
2.00E+01	0.00E+00
2.00E+01	0.00E+00
