   -0.117899079322814941E+02   -0.147171336412429810E+01    0.536973953247070312E+00   -0.130055092528697202E+03
   -0.108300887396804306E+02    0.257963839120671778E-01    0.545556778028575495E+00   -0.129900791423945805E+03
   -0.113220113110050882E+02   -0.421313673612446227E+01    0.570217602152563452E+00   -0.129465016674007813E+03
   -0.103547631835499043E+02   -0.544754781901779594E+01    0.700244039613643898E+00   -0.127313128647992357E+03
   -0.107552516804240419E+02   -0.425115175814070545E+00    0.720966149092104880E+00   -0.127015057738103351E+03
   -0.100833817720413208E+02   -0.579013997316360474E+01    0.714968830347061157E+00   -0.126901395568580995E+03
   -0.994940614700317383E+01   -0.211466658115386963E+01    0.690238684415817261E+00   -0.126776954912363777E+03
   -0.107973300218582153E+02   -0.359083271026611328E+01    0.739613682031631470E+00   -0.126737952267604371E+03
   -0.102138147354125977E+02   -0.185215723514556885E+01    0.771920800209045410E+00   -0.126212602237988236E+03
   -0.972911866645779355E+01   -0.443330972988988758E+01    0.428761106966157435E+00   -0.126186637888124125E+03
   -0.118966303740513055E+02   -0.219037124789268933E+01    0.780125061051226698E+00   -0.126155477671335703E+03
   -0.102765435754005061E+02   -0.457923606489119894E+01    0.782040978332899650E+00   -0.126095896625172372E+03
   -0.101862781047821045E+02   -0.437428313493728638E+01    0.790112435817718506E+00   -0.125941509537812593E+03
   -0.114242720603942871E+02   -0.304626834392547607E+01    0.795655578374862671E+00   -0.125939169957280313E+03
   -0.116071055226551909E+02   -0.278189740494919402E+01    0.797520818701159540E+00   -0.125913456482847380E+03
   -0.108844860792160034E+02    0.976097583770751953E+00    0.798695325851440430E+00   -0.125897294816291293E+03
   -0.111921025514602661E+02   -0.312136590480804443E+00    0.799416929483413696E+00   -0.125887368146517872E+03
   -0.104565687286656264E+02   -0.988357766097942569E-01    0.808063467336878616E+00   -0.125763279415698875E+03
   -0.111223601102828979E+02   -0.548010033369064331E+01    0.809718936681747437E+00   -0.125746679771067448E+03
   -0.118960707301032063E+02   -0.120940765615597323E+01    0.810527609033745877E+00   -0.125735723179132719E+03
   -0.103344011887231897E+02   -0.586054012546558667E+01    0.809860396958606898E+00   -0.125726066083593935E+03
   -0.118035904202268647E+02   -0.237242373839701148E+01    0.815426129710789427E+00   -0.125669501927485356E+03
   -0.112521142959594727E+02   -0.492868459224700928E+01    0.819776862859725952E+00   -0.125611010318734344E+03
   -0.119074244499206543E+02   -0.352581536769866943E+01    0.822104215621948242E+00   -0.125579854023325723E+03
   -0.118821272850036621E+02   -0.155351722240447998E+01    0.823989003896713257E+00   -0.125554683898889692E+03
   -0.971641794976521211E+01    0.690016750104105459E-02    0.449480528721670547E+00   -0.125548145902413424E+03
   -0.105956568717956543E+02   -0.419565296173095703E+01    0.829307645559310913E+00   -0.125482312438017559E+03
   -0.950710656696802658E+01   -0.310686456453541737E+01    0.377526130090348855E+00   -0.125471855876777198E+03
   -0.113876253348839676E+02   -0.399999212950251515E+01    0.835506361016259413E+00   -0.125402135006595458E+03
   -0.990427815914154053E+01   -0.351448166370391846E+01    0.763900548219680786E+00   -0.125390707114146053E+03
   -0.114310455322265625E+02   -0.244610309600830078E-01    0.838904768228530884E+00   -0.125357536848653183E+03
   -0.116077677011489868E+02   -0.488909423351287842E+01    0.841775894165039062E+00   -0.125320005388143414E+03
   -0.112681383182382682E+02   -0.292071797425271473E+01    0.844995729464004475E+00   -0.125278071727466809E+03
   -0.110481607490534710E+02   -0.415509145396847845E+01    0.848695437669404251E+00   -0.125230079035158525E+03
   -0.111273562393404895E+02   -0.357617417164098583E+01    0.849947500838023506E+00   -0.125213908274254649E+03
   -0.969576048977648064E+01   -0.412588531620754839E+01    0.376847591185569375E+00   -0.125160459785752010E+03
   -0.100122220516204834E+02   -0.817615032196044922E+00    0.827984064817428589E+00   -0.125148273725089894E+03
   -0.112310800552368164E+02   -0.105862981081008911E+01    0.859660506248474121E+00   -0.125089236880465123E+03
   -0.115962402820587158E+02   -0.352352434396743774E+01    0.862532705068588257E+00   -0.125052667819152120E+03
