   -0.700135570764541626E+01   -0.139023094177246094E+02   -0.612548049246871775E+22   -0.851719318474945908E+01    1
   -0.700165820121765137E+01   -0.116026782989501953E+02   -0.609154042935863306E+22   -0.851739318474962737E+01    1
   -0.700180453062057495E+01   -0.142560529708862305E+02   -0.607504609010477590E+22   -0.851759318474962157E+01    1
   -0.700270515680313110E+01   -0.128097381591796875E+02   -0.597509197065993427E+22   -0.851779318474949143E+01    1
   -0.700354617834091187E+01   -0.119959704875946045E+02   -0.588325315239733101E+22   -0.851799318474956735E+01    1
   -0.700444620847702026E+01   -0.120381591320037842E+02   -0.578651519062095115E+22   -0.851819318474962905E+01    1
   -0.700500440597534180E+01   -0.135194201469421387E+02   -0.572730847941305775E+22   -0.851839318474945451E+01    1
   -0.700523030757904053E+01   -0.121878542900085449E+02   -0.570353139700477827E+22   -0.851859318474965477E+01    1
   -0.700710934400558472E+01   -0.138911955356597900E+02   -0.550948582783827155E+22   -0.851879318474973601E+01    1
   -0.700711351633071899E+01   -0.126138937473297119E+02   -0.550906325344829256E+22   -0.851899318474948153E+01    1
   -0.700778198242187500E+01   -0.143036961555480957E+02   -0.544164195200123326E+22   -0.851919318474950948E+01    1
   -0.700823974609375000E+01   -0.114412841796875000E+02   -0.539613553191465832E+22   -0.851939318474960494E+01    1
   -0.700861525535583496E+01   -0.145348675251007080E+02   -0.535875348895976915E+22   -0.851959318474955651E+01    1
   -0.700873655080795288E+01   -0.129761953353881836E+02   -0.534679370969967913E+22   -0.851979318474971237E+01    1
   -0.700925749540328979E+01   -0.118533775806427002E+02   -0.529575783446113105E+22   -0.851999318474986111E+01    1
   -0.700932335853576660E+01   -0.117988135814666748E+02   -0.528934455380815013E+22   -0.852019318474979492E+01    1
   -0.701029640436172485E+01   -0.134354832172393799E+02   -0.519534734875567640E+22   -0.852039318474958840E+01    1
   -0.701108050346374512E+01   -0.145173039436340332E+02   -0.512084693138984980E+22   -0.852059318474959326E+01    1
   -0.701411557197570801E+01   -0.125909481048583984E+02   -0.484240738961063831E+22   -0.852079318474960523E+01    1
   -0.701437813043594360E+01   -0.115512976646423340E+02   -0.481914587951000348E+22   -0.852099318474942535E+01    1
   -0.701546978950500488E+01   -0.143350844383239746E+02   -0.472310397288094944E+22   -0.852119318474941068E+01    1
   -0.701658469438552856E+01   -0.138900983333587646E+02   -0.462709341285241795E+22   -0.852139318474963936E+01    1
   -0.701673221588134766E+01   -0.110733695030212402E+02   -0.461543850300120813E+22   -0.852159318474963889E+01    1
   -0.701842707395553589E+01   -0.114705505371093750E+02   -0.447283589845918784E+22   -0.852179318474949277E+01    1
   -0.701878619194030762E+01   -0.112539720535278320E+02   -0.444358594324120522E+22   -0.852199318474956513E+01    1
   -0.701938402652740479E+01   -0.112055416107177734E+02   -0.439501493379442409E+22   -0.852219318474966236E+01    1
   -0.702043247222900391E+01   -0.122073175907135010E+02   -0.431048869260835160E+22   -0.852239318474959617E+01    1
   -0.702163767814636230E+01   -0.112358281612396240E+02   -0.421624152152704444E+22   -0.852259318474945538E+01    1
   -0.702229005098342896E+01   -0.123446164131164551E+02   -0.416548585396497075E+22   -0.852279318474961300E+01    1
   -0.702305418252944946E+01   -0.127249867916107178E+02   -0.410726198301790254E+22   -0.852299318474960366E+01    1
   -0.702318590879440308E+01   -0.113682286739349365E+02   -0.409751961031621424E+22   -0.852319318474951970E+01    1
   -0.702372175455093384E+01   -0.138347418308258057E+02   -0.405706332026035556E+22   -0.852339318474974128E+01    1
   -0.702380341291427612E+01   -0.123967676162719727E+02   -0.405096710455941661E+22   -0.852359318474980654E+01    1
   -0.702481848001480103E+01   -0.125587377548217773E+02   -0.397592401822322472E+22   -0.852379318474953429E+01    1
   -0.702704828977584839E+01   -0.111001722812652588E+02   -0.381661341355152035E+22   -0.852399318474958712E+01    1
   -0.702789318561553955E+01   -0.130919735431671143E+02   -0.375699264965957439E+22   -0.852419318474978915E+01    1
   -0.702934634685516357E+01   -0.128730087280273438E+02   -0.365775885117659965E+22   -0.852439318474968388E+01    1
   -0.702939492464065552E+01   -0.122517106533050537E+02   -0.365449036106962515E+22   -0.852459318474966032E+01    1
   -0.703043323755264282E+01   -0.136303699016571045E+02   -0.358525394533224232E+22   -0.852479318474954439E+01    1
   -0.703127217292785645E+01   -0.139171347618103027E+02   -0.353027420068854838E+22   -0.852499318474944623E+01    1
   -0.703137588500976562E+01   -0.146349809169769287E+02   -0.352353623525757551E+22   -0.852519318474947951E+01    1
   -0.703510296344757080E+01   -0.113197135925292969E+02   -0.328996910591472776E+22   -0.852539318474947372E+01    1
   -0.703845483064651489E+01   -0.134881458282470703E+02   -0.309276682601939180E+22   -0.852559318474954608E+01    1
   -0.703879129886627197E+01   -0.119963445663452148E+02   -0.307366669078953984E+22   -0.852579318474953318E+01    1
   -0.703983348608016968E+01   -0.119629454612731934E+02   -0.301522345822973854E+22   -0.852599318474955048E+01    1
   -0.704215329885482788E+01   -0.110889482498168945E+02   -0.288966994072272634E+22   -0.852619318474972054E+01    1
   -0.704420995712280273E+01   -0.118524475097656250E+02   -0.278169064163086329E+22   -0.852639318474960106E+01    1
   -0.704621386528015137E+01   -0.124454243183135986E+02   -0.268086580431403509E+22   -0.852659318474959882E+01    1
   -0.704808962345123291E+01   -0.143900988101959229E+02   -0.258981555213198374E+22   -0.852679318474983283E+01    1
   -0.704809707403182983E+01   -0.130561261177062988E+02   -0.258946020105820674E+22   -0.852699318474987322E+01    1
   -0.704860162734985352E+01   -0.135704956054687500E+02   -0.256550463911405656E+22   -0.852719318474984611E+01    1
