    0.177704107761383057E+01   -0.130615615055131542E+03
    0.161074113845825195E+01   -0.127761056506126479E+03
    0.155722212791442871E+01   -0.126938354516722157E+03
    0.153937792778015137E+01   -0.126674437661415851E+03
    0.149597167968750000E+01   -0.126054142059822524E+03
    0.148594653606414795E+01   -0.125915247209574886E+03
    0.148109018802642822E+01   -0.125848553685324575E+03
    0.147445785999298096E+01   -0.125758091659557721E+03
    0.146894454956054688E+01   -0.125683438727688198E+03
    0.145345878601074219E+01   -0.125476406299956366E+03
    0.145232391357421875E+01   -0.125461387804123362E+03
    0.145207154750823975E+01   -0.125458050937448959E+03
    0.144089031219482422E+01   -0.125311251741377120E+03
    0.143857336044311523E+01   -0.125281087419712378E+03
    0.143856918811798096E+01   -0.125281033179335722E+03
    0.143281352519989014E+01   -0.125206479759638043E+03
    0.142762088775634766E+01   -0.125139682947398299E+03
    0.142505693435668945E+01   -0.125106863095572109E+03
    0.141815253876102298E+01   -0.125019016693850588E+03
    0.141474175453186035E+01   -0.124975907381031917E+03
    0.141225481033325195E+01   -0.124944594229182201E+03
    0.140906572341918945E+01   -0.124904588033404394E+03
    0.140888297557830811E+01   -0.124902300539351046E+03
    0.140614581108093262E+01   -0.124868104052130235E+03
    0.140184104442596436E+01   -0.124814570144436757E+03
    0.138605833053588867E+01   -0.124620882867548332E+03
    0.138397300243377686E+01   -0.124595595402633109E+03
    0.138350975513458252E+01   -0.124589987523274033E+03
    0.138334465026855469E+01   -0.124587989678553356E+03
    0.138057935237884521E+01   -0.124554594400347142E+03
    0.137939715385437012E+01   -0.124540355576833548E+03
    0.137863469123840332E+01   -0.124531184297365144E+03
    0.137002229690551758E+01   -0.124428248699757688E+03
    0.136984860897064209E+01   -0.124426185223579012E+03
    0.136959302425384521E+01   -0.124423149678589979E+03
    0.136839723587036133E+01   -0.124408961618342573E+03
    0.136234741956226202E+01   -0.124337537931851656E+03
    0.136231017112731934E+01   -0.124337100028943809E+03
    0.136060845851898193E+01   -0.124317118361770312E+03
    0.135871839523315430E+01   -0.124294980436080493E+03
    0.135706222057342529E+01   -0.124275629905427209E+03
    0.134921658039093018E+01   -0.124184570516587570E+03
    0.134864628314971924E+01   -0.124177990585129493E+03
    0.134439790248870850E+01   -0.124129140925426356E+03
    0.134307229518890381E+01   -0.124113958806118774E+03
    0.134206109536374729E+01   -0.124102396855007939E+03
    0.134188616275787354E+01   -0.124100398386662121E+03
    0.134049681032859436E+01   -0.124084543847767279E+03
    0.134001815319061279E+01   -0.124079088964364516E+03
    0.133726954460144043E+01   -0.124047837561479980E+03
    0.133690977096557617E+01   -0.124043756093110858E+03
    0.133678320260700301E+01   -0.124042320734696432E+03
    0.133547556400299072E+01   -0.124027506653462794E+03
    0.133415461589422613E+01   -0.124012570112016135E+03
    0.133248054981231689E+01   -0.123993681606281100E+03
    0.133204364776611328E+01   -0.123988759558484361E+03
    0.133026957511901855E+01   -0.123968805217857494E+03
    0.132766520977020264E+01   -0.123939604955636383E+03
    0.132646528880996839E+01   -0.123926188621105609E+03
    0.132623469829559326E+01   -0.123923613075608912E+03
    0.132542932033538818E+01   -0.123914624335042163E+03
    0.132493555545806885E+01   -0.123909118708263662E+03
    0.132250702381134033E+01   -0.123882097737039203E+03
    0.132161181033933617E+01   -0.123872161445753889E+03
    0.132071793079376221E+01   -0.123862253004503842E+03
