0.5,0.015708,1.67772e+07
0.5,0.0471239,1.67772e+07
0.5,0.0785398,1.67772e+07
0.5,0.109956,1.67772e+07
0.5,0.141372,1.67772e+07
0.5,0.172788,1.67772e+07
0.5,0.204203,1.67772e+07
0.5,0.235619,1.53315e+07
0.5,0.267035,1.16817e+07
0.5,0.298451,9.20799e+06
0.5,0.329867,7.51026e+06
0.5,0.361283,6.19285e+06
0.5,0.392699,5.25286e+06
0.5,0.424115,4.49739e+06
0.5,0.455531,3.93469e+06
0.5,0.486947,3.46149e+06
0.5,0.518363,3.06794e+06
0.5,0.549779,2.76738e+06
0.5,0.581195,2.48275e+06
0.5,0.61261,2.25496e+06
0.5,0.644026,2.0615e+06
0.5,0.675442,1.88528e+06
0.5,0.706858,1.735e+06
0.5,0.738274,1.60421e+06
0.5,0.76969,1.48546e+06
0.5,0.801106,1.38741e+06
0.5,0.832522,1.29344e+06
0.5,0.863938,1.19786e+06
0.5,0.895354,1.12988e+06
0.5,0.92677,1.05432e+06
0.5,0.958186,1.00052e+06
0.5,0.989601,954849
0.5,1.02102,893583
0.5,1.05243,834460
0.5,1.08385,799227
0.5,1.11527,756738
0.5,1.14668,712927
0.5,1.1781,681166
0.5,1.20951,644794
0.5,1.24093,612137
0.5,1.27234,572880
0.5,1.30376,549259
0.5,1.33518,530163
0.5,1.36659,495878
0.5,1.39801,479669
0.5,1.42942,456664
0.5,1.46084,430129
0.5,1.49226,417764
0.5,1.52367,400635
0.5,1.55509,373207
0.5,1.5865,365711
0.5,1.61792,352310
0.5,1.64934,331123
0.5,1.68075,319061
0.5,1.71217,300113
0.5,1.74358,289688
0.5,1.775,277846
0.5,1.80642,263575
0.5,1.83783,258042
0.5,1.86925,243812
0.5,1.90066,234668
0.5,1.93208,224637
0.5,1.96349,214020
0.5,1.99491,208417
0.5,2.02633,194829
0.5,2.05774,192859
0.5,2.08916,180901
0.5,2.12057,174137
0.5,2.15199,166654
0.5,2.18341,158746
0.5,2.21482,152779
0.5,2.24624,144127
0.5,2.27765,137059
0.5,2.30907,131707
0.5,2.34049,124350
0.5,2.3719,118844
0.5,2.40332,114858
0.5,2.43473,109598
0.5,2.46615,100729
0.5,2.49757,97467
0.5,2.52898,91141
0.5,2.5604,88561
0.5,2.59181,81209
0.5,2.62323,78157
0.5,2.65465,70659
0.5,2.68606,66996
0.5,2.71748,64919
0.5,2.74889,56887
0.5,2.78031,54085
0.5,2.81172,50455
0.5,2.84314,46723
0.5,2.87456,41654
0.5,2.90597,38654
0.5,2.93739,37037
0.5,2.9688,32311
0.5,3.00022,27442
0.5,3.03164,24783
0.5,3.06305,22426
0.5,3.09447,15343
1.5,-0.015708,0
1.5,0.015708,6.7608e+06
1.5,0.0471239,406068
1.5,0.0785398,88694
1.5,0.109956,44099
1.5,0.141372,29952
1.5,0.172788,23507
1.5,0.204203,17304
1.5,0.235619,13773
1.5,0.267035,10966
1.5,0.298451,8663
1.5,0.329867,6726
1.5,0.361283,5163
1.5,0.392699,4038
1.5,0.424115,3121
1.5,0.455531,2427
1.5,0.486947,1992
1.5,0.518363,1515
1.5,0.549779,1172
1.5,0.581195,943
1.5,0.61261,694
1.5,0.644026,538
1.5,0.675442,451
1.5,0.706858,353
1.5,0.738274,283
1.5,0.76969,231
1.5,0.801106,205
1.5,0.832522,165
1.5,0.863938,115
1.5,0.895354,91
1.5,0.92677,79
1.5,0.958186,53
1.5,0.989601,54
1.5,1.02102,50
1.5,1.05243,42
1.5,1.08385,24
1.5,1.11527,20
1.5,1.14668,15
1.5,1.1781,15
1.5,1.20951,9
1.5,1.24093,9
1.5,1.27234,3
1.5,1.30376,2
1.5,1.33518,6
1.5,1.36659,6
1.5,1.39801,4
1.5,1.42942,2
1.5,1.46084,1
1.5,1.49226,0
1.5,1.52367,1
