1e-15, 4.370784965760293e-12
3.6375654045304034e-15, 4.370784965760293e-12
1.16833548544329e-14, 4.314843366390607e-12
2.3898925662310528e-14, 4.151278002752303e-12
2.880444153396298e-14, 4.045693772714494e-12
3.4716868189265596e-14, 3.8923312246651976e-12
4.6657226496556645e-14, 3.602826567843067e-12
5.984488365871757e-14, 3.292172004334782e-12
7.557503872394906e-14, 2.8572224638442836e-12
9.543984596408218e-14, 2.4166668412022684e-12
1.3650078065460138e-13, 1.7288695996694174e-12
1.952272966401029e-13, 1.2368233972929884e-12
2.4654255471007863e-12, 9.903853232299501e-14
