1.250000000000000000e+02,2.003355942399231255e-07,1.424064787423261758e-05,0.000000000000000000e+00,9.666163714771856464e-08,1.052817313131791973e-05,0.000000000000000000e+00
3.750000000000000000e+02,3.811405488259873148e-07,1.937603360720856419e-05,0.000000000000000000e+00,8.515751506088769438e-08,5.271612689306553327e-06,0.000000000000000000e+00
6.250000000000000000e+02,5.060942121655972508e-07,3.260653185130689771e-05,0.000000000000000000e+00,7.762100227203267584e-08,5.040866523747276282e-06,0.000000000000000000e+00
8.750000000000000000e+02,5.941268794630581369e-07,5.474076705928940522e-05,0.000000000000000000e+00,6.600935927046342782e-08,5.498322322119748246e-06,0.000000000000000000e+00
1.125000000000000000e+03,5.949898285580507903e-07,7.710244988802536048e-05,0.000000000000000000e+00,6.683435429608833590e-08,6.013012773624887892e-06,0.000000000000000000e+00
1.375000000000000000e+03,6.317698628259168138e-07,9.047417900939205490e-05,0.000000000000000000e+00,6.712592231579493610e-08,6.487297105469015380e-06,0.000000000000000000e+00
1.625000000000000000e+03,5.861604791310400134e-07,9.906011662623185536e-05,0.000000000000000000e+00,7.064146898620299565e-08,6.778161065804960258e-06,0.000000000000000000e+00
1.875000000000000000e+03,5.449976580436380234e-07,1.040968732416405518e-04,0.000000000000000000e+00,6.959993927557431277e-08,7.032205491116289893e-06,0.000000000000000000e+00
2.125000000000000000e+03,5.287399057937756792e-07,1.091215630681667054e-04,0.000000000000000000e+00,6.552584876229213668e-08,7.240199162012651997e-06,0.000000000000000000e+00
2.375000000000000000e+03,5.177587285466540375e-07,1.150500769420848967e-04,0.000000000000000000e+00,7.049559794235065536e-08,7.324715852277503082e-06,0.000000000000000000e+00
2.625000000000000000e+03,5.210835915323467156e-07,1.151251546692075967e-04,0.000000000000000000e+00,6.674460212680462264e-08,7.299496488012652258e-06,0.000000000000000000e+00
2.875000000000000000e+03,4.446247690817321763e-07,1.139121482285223550e-04,0.000000000000000000e+00,7.170242135179245761e-08,7.215306892611060781e-06,0.000000000000000000e+00
3.125000000000000000e+03,4.249144798248095088e-07,1.119223314079549289e-04,0.000000000000000000e+00,6.546283094591095522e-08,6.899060608912751673e-06,0.000000000000000000e+00
3.375000000000000000e+03,3.910534745879357860e-07,1.078141207678648059e-04,0.000000000000000000e+00,7.300298157618536699e-08,6.526676721620272339e-06,0.000000000000000000e+00
3.625000000000000000e+03,3.897283061295187814e-07,1.021378789834693313e-04,0.000000000000000000e+00,7.081231548090870328e-08,5.916077545076669354e-06,0.000000000000000000e+00
3.875000000000000000e+03,3.780376948614110289e-07,9.402285010718714788e-05,0.000000000000000000e+00,8.486078454586915728e-08,5.310073203915847261e-06,0.000000000000000000e+00
4.125000000000000000e+03,3.111764460834793154e-07,8.415084412327729824e-05,0.000000000000000000e+00,8.319674356419007225e-08,4.849489440099530318e-06,0.000000000000000000e+00
4.375000000000000000e+03,2.933142299231887386e-07,7.490096977010118169e-05,0.000000000000000000e+00,7.861439203768462579e-08,4.414314755575728801e-06,0.000000000000000000e+00
4.625000000000000000e+03,3.182319621616338792e-07,6.391317666346210777e-05,0.000000000000000000e+00,7.485284634117377952e-08,4.275664159382045421e-06,0.000000000000000000e+00
