13,0.00696,0.0114,0,0.00637,0.0116,0
15,0.00746,0.0124,0,0.00697,0.0128,0
17,0.00797,0.0138,0,0.00795,0.0136,0
19,0.00874,0.0146,0,0.00842,0.015,0
21,0.00942,0.0155,0,0.00894,0.0158,0
24,0.0101,0.0159,0,0.0095,0.0162,0
27,0.0103,0.0164,0,0.00993,0.017,0
30,0.0109,0.0181,0,0.0103,0.0196,0
33,0.0108,0.0174,0,0.0104,0.0177,0
38,0.0107,0.0179,0,0.0101,0.0182,0
42,0.0101,0.0178,0,0.00961,0.0183,0
47,0.00885,0.0176,0,0.00835,0.0181,0
53,0.00696,0.0153,0,0.00659,0.0155,0
60,0.00644,0.0131,0,0.006,0.0132,0
67,0.00593,0.0123,0,0.00564,0.0123,0
75,0.00543,0.0114,0,0.00514,0.0112,0
84,0.00497,0.0107,0,0.00463,0.0101,0
94,0.00451,0.00963,0,0.0043,0.00921,0
106,0.00406,0.00842,0,0.00372,0.00822,0
119,0.00358,0.00727,0,0.00329,0.00725,0
133,0.00317,0.00635,0,0.00288,0.0064,0
150,0.00273,0.00552,0,0.00249,0.00556,0
168,0.00239,0.00477,0,0.00213,0.00476,0
188,0.00204,0.00412,0,0.00183,0.00408,0
211,0.0017,0.00344,0,0.00154,0.00341,0
237,0.00145,0.00284,0,0.00129,0.00286,0
266,0.0012,0.00236,0,0.00106,0.00235,0
299,0.000996,0.00196,0,0.00088,0.00193,0
335,0.000811,0.00158,0,0.000713,0.00157,0
376,0.000662,0.00128,0,0.000575,0.00126,0
422,0.000527,0.00103,0,0.00046,0.00102,0
473,0.000423,0.00082,0,0.000368,0.000815,0
531,0.000337,0.000649,0,0.000288,0.000648,0
596,0.000266,0.000515,0,0.000228,0.000502,0
668,0.000209,0.000398,0,0.000187,0.000394,0
750,0.000162,0.000313,0,0.000137,0.000303,0
841,0.000124,0.000241,0,0.000106,0.000233,0
944,0.000095,0.000182,0,0.00008,0.000179,0
