4.0000000000e-1 1.2027383224e+0
8.0000000000e-1 5.7041741360e+0
1.2000000000e+0 1.7814674743e+1
1.6000000000e+0 3.5872293465e+1
2.0000000000e+0 5.2201624991e+1
2.4000000000e+0 6.0655666022e+1
2.8000000000e+0 6.2984359914e+1
3.2000000000e+0 6.4237451093e+1
3.6000000000e+0 6.4685429094e+1
4.0000000000e+0 6.5215034293e+1
4.4000000000e+0 6.5615273434e+1
4.8000000000e+0 6.5717247191e+1
5.2000000000e+0 6.5888436615e+1
5.6000000000e+0 6.6137547042e+1
6.0000000000e+0 6.6230494386e+1
6.4000000000e+0 6.6344697673e+1
6.8000000000e+0 6.6408979182e+1
7.2000000000e+0 6.6574550515e+1
7.6000000000e+0 6.6679593211e+1
8.0000000000e+0 6.6809184148e+1
8.4000000000e+0 6.7319907481e+1
8.8000000000e+0 6.7731833939e+1
9.2000000000e+0 6.8094321975e+1
9.6000000000e+0 6.8283057092e+1
1.0000000000e+1 6.8388599905e+1
1.0400000000e+1 6.8088128507e+1
1.0800000000e+1 6.7767117941e+1
1.1200000000e+1 6.7771135597e+1
1.1600000000e+1 6.7612778958e+1
1.2000000000e+1 6.8057730568e+1
1.2400000000e+1 6.8684135136e+1
1.2800000000e+1 6.9581180916e+1
1.3200000000e+1 7.0437223670e+1
1.3600000000e+1 7.1789050400e+1
1.4000000000e+1 7.2964340031e+1
1.4400000000e+1 7.3131107334e+1
1.4800000000e+1 7.2893538431e+1
1.5200000000e+1 7.2362845658e+1
1.5600000000e+1 7.1013041920e+1
1.6000000000e+1 7.0129481087e+1
1.6400000000e+1 6.9122511846e+1
1.6800000000e+1 6.8490945494e+1
1.7200000000e+1 6.7965622768e+1
1.7600000000e+1 6.7766874919e+1
1.8000000000e+1 6.7765308191e+1
1.8400000000e+1 6.7984981605e+1
1.8800000000e+1 6.7797568714e+1
1.9200000000e+1 6.7839659315e+1
1.9600000000e+1 6.7935300822e+1
2.0000000000e+1 6.7935234119e+1
2.0400000000e+1 6.8112400198e+1
2.0800000000e+1 6.8244453200e+1
2.1200000000e+1 6.8105597525e+1
2.1600000000e+1 6.8275000194e+1
2.2000000000e+1 6.8276276410e+1
2.2400000000e+1 6.8398873191e+1
2.2800000000e+1 6.8446564899e+1
2.3200000000e+1 6.8701966430e+1
2.3600000000e+1 6.8612725767e+1
2.4000000000e+1 6.8617120072e+1
2.4400000000e+1 6.8602954104e+1
2.4800000000e+1 6.8787724274e+1
2.5200000000e+1 6.8872527989e+1
2.5600000000e+1 6.8953246001e+1
2.6000000000e+1 6.8958177769e+1
2.6400000000e+1 6.8982409108e+1
2.6800000000e+1 6.9056039937e+1
2.7200000000e+1 6.9128622268e+1
2.7600000000e+1 6.9240883673e+1
2.8000000000e+1 6.9300594651e+1
2.8400000000e+1 6.9093576659e+1
2.8800000000e+1 6.9417191777e+1
2.9200000000e+1 6.9463743280e+1
2.9600000000e+1 6.9468260541e+1
