8.1936764683e-1 8.2476332774e+0
8.8277350335e-1 1.0463840888e+1
9.5886053117e-1 1.2850526006e+1
1.0095852164e+0 1.4938875485e+1
1.0793316585e+0 1.7410799358e+1
1.1490781007e+0 1.9413910083e+1
1.1998027859e+0 2.1573291857e+1
1.2378462998e+0 2.3718467172e+1
1.2758898137e+0 2.6254320111e+1
1.3139333276e+0 2.8236121147e+1
1.3519768416e+0 3.0551773970e+1
1.3773391842e+0 3.2711155744e+1
1.4153826981e+0 3.4991292420e+1
1.4407450407e+0 3.7122261276e+1
1.5252861827e+0 4.4033703599e+1
1.5802379250e+0 4.6127735662e+1
1.6056002676e+0 4.8309847770e+1
1.6309626102e+0 5.0526055381e+1
1.6563249528e+0 5.2793406243e+1
1.6816872954e+0 5.5043709355e+1
1.7028225809e+0 5.7416188015e+1
1.7450931519e+0 5.9476124576e+1
1.7704554946e+0 6.1692332186e+1
1.8084990085e+0 6.3908539796e+1
1.8592236937e+0 6.6124747407e+1
1.9099483789e+0 6.8340955017e+1
1.9606730641e+0 7.0557162627e+1
2.0113977493e+0 7.2756322487e+1
2.0621224345e+0 7.4972530097e+1
2.1128471197e+0 7.7188737707e+1
2.1635718049e+0 7.9404945317e+1
2.2142964902e+0 8.1604105177e+1
2.2650211754e+0 8.3820312787e+1
2.4045140597e+0 8.5885931931e+1
2.5693692866e+0 8.7758343233e+1
2.7469056849e+0 8.9667691328e+1
3.0385726248e+0 9.0332553611e+1
3.4099497844e+0 8.9748059296e+1
3.7034283203e+0 8.8006753317e+1
4.0113996234e+0 8.5912315355e+1
4.3278250406e+0 8.3598692026e+1
4.6418349967e+0 8.1711262468e+1
4.9280671490e+0 8.0217554774e+1
5.2281882032e+0 7.8612224903e+1
5.4522222295e+0 7.7916108410e+1
5.8094085545e+0 7.6332088227e+1
5.9996261241e+0 7.5884584767e+1
6.2469089645e+0 7.5501010373e+1
6.5512570758e+0 7.4904339093e+1
6.9147839865e+0 7.4137190305e+1
7.1599532983e+0 7.3097277504e+1
7.4389390670e+0 7.2142603456e+1
7.7686495208e+0 7.2313080965e+1
8.0983599747e+0 7.2040316951e+1
8.4153892573e+0 7.1466376006e+1
8.7577808825e+0 7.1256120412e+1
9.0874913364e+0 7.0949260897e+1
9.4172017902e+0 7.0727640136e+1
9.7469122441e+0 7.0557162627e+1
1.0076622698e+1 7.0130968856e+1
1.0406333152e+1 6.9602488580e+1
1.0723362434e+1 6.9044174739e+1
1.1040391717e+1 6.8545528027e+1
1.1370102171e+1 6.8051143253e+1
1.1699812625e+1 6.7676092734e+1
1.2042204250e+1 6.7403328720e+1
1.3323002552e+1 6.7914761246e+1
1.3703437691e+1 6.7897713495e+1
1.4033148145e+1 6.7897713495e+1
1.4375539770e+1 6.7914761246e+1
1.4705250224e+1 6.8000000000e+1
1.5034960677e+1 6.8063929066e+1
1.5377352303e+1 6.8170477508e+1
1.5707062756e+1 6.8238668512e+1
1.6036773210e+1 6.8238668512e+1
1.6366483664e+1 6.8238668512e+1
1.6708875289e+1 6.8255716263e+1
1.7051266915e+1 6.8340955017e+1
1.7380977368e+1 6.8443241522e+1
1.7710687822e+1 6.8443241522e+1
1.8040398276e+1 6.8528480276e+1
1.8370108730e+1 6.8613719031e+1
1.8699819184e+1 6.8596671280e+1
1.9042210809e+1 6.8681910034e+1
1.9384602434e+1 6.8733053286e+1
1.9714312888e+1 6.8767148788e+1
2.0044023342e+1 6.8852387542e+1
2.0373733796e+1 6.8869435293e+1
2.0703444250e+1 6.8937626297e+1
2.1033154704e+1 6.9022865051e+1
2.1375546329e+1 6.9022865051e+1
2.1705256783e+1 6.9129413494e+1
2.2047648408e+1 6.9176294809e+1
2.2377358862e+1 6.9278581314e+1
2.2707069316e+1 6.9346772317e+1
2.3036779770e+1 6.9363820068e+1
2.3366490223e+1 6.9397915570e+1
2.3708881849e+1 6.9534297576e+1
2.4038592303e+1 6.9534297576e+1
2.4380983928e+1 6.9551345327e+1
2.4710694382e+1 6.9687727334e+1
2.5040404835e+1 6.9704775085e+1
2.5370115289e+1 6.9721822836e+1
2.5699825743e+1 6.9892300344e+1
2.6042217368e+1 6.9875252593e+1
2.6371927822e+1 6.9875252593e+1
2.6714319447e+1 7.0028682351e+1
2.7044029901e+1 7.0045730102e+1
2.7373740355e+1 7.0045730102e+1
2.7703450809e+1 7.0199159859e+1
2.8045842434e+1 7.0216207610e+1
2.9047654967e+1 7.0386685119e+1
2.9377365421e+1 7.0386685119e+1
2.9681713532e+1 7.0557162627e+1
