# This file provides PRELIMINARY data points described in manuscript
# arXiv:2006.09721v2 "Observation of Excess Electronic Recoil Events in XENON1T” 
# and are made available by the XENON collaboration.
#
# This manuscript has not yet been peer reviewed and may therefore change as a result of 
# the peer review process. The data points are provided as a courtesy to the community. 
# 
# Data points from Fig. 2: Efficiency as a function of energy.
# Energy [keV], Detection Eff, Selection Eff, Total Eff, Total Eff Upper Uncertainty, Total Eff LowER Uncertainty

0.0,0.0,0.9012187941018095,0.0,0.0,0.0
0.21021021021021022,5.659151861613504e-05,0.9018084219491622,5.103470809892338e-05,0.0001492815524766017,0.00014507618812903208
0.42042042042042044,0.004531238284682722,0.9023776439396162,0.0040888881274609825,0.0035740622526996614,0.0028942707501237665
0.6306306306306306,0.028081566213904133,0.902927151958113,0.02535560860404363,0.006484261800109354,0.0017931615924059948
0.8408408408408409,0.07447945745407483,0.9034576144304141,0.06728903295552997,0.011083867025035266,0.004044176864894281
1.0510510510510511,0.16220089489523004,0.9039696771185106,0.14662469058677458,0.022841054268517954,0.015930139776100104
1.2612612612612613,0.29643927387189445,0.9044639638890675,0.2681186406985705,0.03901241453348079,0.03714157698778852
1.4714714714714716,0.46712184926774897,0.9049410774558078,0.4227177495795062,0.05218556151609685,0.05968428748446348
1.6816816816816818,0.6315024010608686,0.9054016000967304,0.5717632843854377,0.05319322446955131,0.06780816808980729
1.8918918918918919,0.7585884732719176,0.905846094347006,0.6871644057300247,0.043463235778917156,0.06380391578156945
2.1021021021021022,0.8385684336219071,0.9062751036683819,0.7599736941137265,0.03210925686023524,0.05007319064729246
2.3123123123123124,0.8874867963928287,0.9066891530958883,0.8046746518051968,0.023704050955911615,0.037088946070210654
2.5225225225225225,0.9140133628721534,0.9070887498626181,0.8290912386854291,0.019212142705665635,0.027629354069267715
2.7327327327327327,0.929767899852108,0.9074743840033233,0.8437405521843552,0.017079189888205643,0.021690842600412603
2.9429429429429432,0.9396313013517843,0.9078465289375441,0.8530410154132849,0.016047923611606812,0.0185367388899628
3.1531531531531534,0.9462066678444878,0.9082056420329683,0.8593502342655787,0.015545308800947791,0.01701481102522677
3.3633633633633635,0.9513066737207326,0.9085521651496874,0.8643117381303188,0.015138357080394444,0.016101819835054817
3.5735735735735736,0.9552971528507938,0.9088865251660005,0.8682567097555316,0.014805385755850966,0.015459510913310433
3.7837837837837838,0.9586145519360649,0.9092091344863902,0.8715811070718483,0.014481193518974752,0.014993261497593469
3.9939939939939944,0.9613989613429972,0.9095203915322732,0.8744119597394036,0.014154243707779996,0.014561275105911998
4.2042042042042045,0.9636709661080342,0.909820681216114,0.8767677748526024,0.013829073842735507,0.014209881042869237
4.414414414414415,0.965500068459986,0.9101103753994615,0.8787116297543237,0.013527025347318644,0.0138613807258097
4.624624624624625,0.966848230461501,0.9103898333354553,0.8802087993905258,0.013245827553894956,0.01352969902960491
4.834834834834835,0.967833257741672,0.9106594020963292,0.8813664558239734,0.01298015364039667,0.013226213730316884
5.045045045045045,0.9685203581643619,0.9109194169864196,0.8822439999985588,0.012729966364351435,0.012942610625617246
5.255255255255255,0.9689752224536374,0.9111702019411692,0.8829013491190701,0.012491329428083878,0.012682172117767208
5.465465465465465,0.9692777325077652,0.9114120699126032,0.8834114245050967,0.012262783522244462,0.01243997960956762
5.675675675675676,0.9694467400865123,0.9116453232417352,0.883791586731815,0.012042842827517702,0.012212858240555763
5.8858858858858865,0.9695303853449156,0.9118702540183463,0.8840859187629734,0.011830613722394984,0.01199835175220882
6.096096096096097,0.9695605908141438,0.9120871444285645,0.8843237506261443,0.011625665427124591,0.011793475768641575
6.306306306306307,0.9695672227133378,0.9122962670906614,0.884532557974838,0.011427990630489857,0.01159747526390958
6.516516516516517,0.9695687283790652,0.9124978853794594,0.8847294143759484,0.011237542379517483,0.011409488795521115
6.726726726726727,0.9695689345201833,0.9126922537397439,0.8849180560032683,0.011054110728899223,0.011228762524159852
6.936936936936937,0.9695689640650887,0.9128796179890462,0.8850997455297734,0.010877460270478945,0.011054891295867387
7.147147147147147,0.9695689675354328,0.9130602156101599,0.8852748505468224,0.010707352206212876,0.010887565347636508
7.357357357357357,0.9695689685795206,0.9132342760337416,0.8854436150855001,0.010543554105850445,0.010726533252239753
7.5675675675675675,0.9695689689671171,0.9134020209113267,0.8856062556674762,0.010385840915909389,0.010571565707359414
7.777777777777778,0.9695689689671172,0.9135636643790908,0.8857629801578565,0.010233994961690309,0.010422441796432346
7.987987987987989,0.9695689689671173,0.9137194133126665,0.8859139894908014,0.010087805743859249,0.010278949179196988
8.198198198198199,0.9695689689671172,0.9138694675733208,0.886059477445593,0.009947069721884524,0.010140882564779031
8.408408408408409,0.9695689689671172,0.9140140202457852,0.8861996312311957,0.00981159011335858,0.010008043534418294
8.618618618618619,0.969568968967117,0.9141532578680228,0.8863346317090299,0.009681176695843039,0.00988024031816336
8.82882882882883,0.9695689689671171,0.914287360653204,0.8864646536081938,0.009555645614984924,0.009757287601683639
9.03903903903904,0.9695689689671171,0.9144165027041558,0.8865898657333853,0.009434819198518029,0.009639006340147641
9.24924924924925,0.969568968967117,0.9145408522205406,0.8867104311657781,0.009318525775798059,0.009525223579761875
9.45945945945946,0.9695689689671171,0.91466057169901,0.886826507457083,0.009206599502543964,0.00941577228397599
9.66966966966967,0.9695689689671173,0.9147758181265723,0.8869382468170319,0.009098880190482474,0.009310491164115168
9.87987987987988,0.9695689689671171,0.9148867431674029,0.8870457962945025,0.008995213141614998,0.009209224514144016
10.09009009009009,0.9695689689671171,0.9149934933433224,0.8871492979525057,0.008895448986851472,0.009111822049330993
10.3003003003003,0.9695689689671173,0.9150962102081527,0.8872488890372351,0.008799443528778894,0.009018138748599287
10.51051051051051,0.9695689689671173,0.9151950305161645,0.887344702141387,0.00870705758835302,0.00892803470038012
10.72072072072072,0.9695689689671171,0.9152900863848108,0.8874368653619445,0.008618156855325729,0.008841374951805802
10.93093093093093,0.969568968967117,0.9153815054519445,0.8875255024526092,0.008532611742239656,0.008758029361106798
11.14114114114114,0.9695689689671172,0.9154694110277034,0.8876107329710644,0.008450297241842134,0.008677872453091364
11.351351351351353,0.969568968967117,0.9155539222412478,0.8876926724212466,0.008371092787787093,0.00860078327761289
11.561561561561563,0.9695689689671172,0.9156351541825207,0.887771432390794,0.008294882118513817,0.008526645270943612
11.771771771771773,0.9695689689671171,0.9157132180392026,0.8878471206838305,0.008221553144202576,0.008455346119988489
11.981981981981983,0.9695689689671171,0.9157882212290225,0.8879198414492534,0.00815099781672502,0.0083867776292899
12.192192192192193,0.969568968967117,0.9158602675275824,0.887989695304666,0.008083112002518203,0.008320835590783802
12.402402402402403,0.9695689689671171,0.9159294571918477,0.888056779456111,0.008017795358322265,0.008257419656278039
12.612612612612613,0.969568968967117,0.9159958870794516,0.8881211878137436,0.007954951209731054,0.008196433212633383
12.822822822822824,0.9695689689671171,0.9160596507639525,0.8881830111035828,0.007894486432515757,0.008137783259634742
13.033033033033034,0.9695689689671171,0.9161208386461851,0.8882423369754723,0.007836311336685841,0.00808138029054432
13.243243243243244,0.9695689689671171,0.9161795380618354,0.8882992501073833,0.007780339553258081,0.008027138175332503
13.453453453453454,0.9695689689671172,0.916235833385368,0.8883538323061786,0.007726487923711603,0.007974974046588899
13.663663663663664,0.9695689689671172,0.9162898061304297,0.8884061626049604,0.007674676392106287,0.007924808188109587
13.873873873873874,0.9695689689671171,0.9163415350468496,0.8884563173571193,0.007624827899847936,0.007876563926167146
14.084084084084084,0.9695689689671171,0.9163910962143489,0.8885043703271924,0.007576868283083168,0.007830167523461148
