ep,,neutron,,proton,,pim,,pip,,kaon0L,,sigma0,,kaon0S,,kaonP,,pi0,,mum,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
17.911213060046045,26725.330025352283,17.78279410038923,0.49676826739340607,17.911213060046045,6.365699799548726,73.38799116412525,5.146813856756934,,,,,392.4189758484536,16.56650016779771,,,,,17.911213060046045,370.8777411774465,,
20.388017608333854,24030.855432419252,21.134890398366476,0.5101434415464303,73.38799116412525,88.3392781466404,,,,,,,459.72698853087275,11.121256211835865,,,,,20.53525026457146,647.9454754045644,,
23.713737056616566,21041.51098066507,24.4061906804198,0.5101434415464303,84.13951416451951,0.5238787338780241,,,,,,,530.884444230989,5.146813856756934,,,,,23.713737056616566,939.8897709127397,,
27.384196342643627,18424.029289950093,27.384196342643627,0.49676826739340607,36.51741272548379,0.5238787338780241,,,,,,,617.482992205955,9.233888272097929,,,,,26.992928231542944,1363.3751835597418,,
31.17094723580127,15709.191942587231,31.62277660168381,0.5101434415464303,42.47417968709681,0.5238787338780241,,,,,,,702.8699885226708,4.16131669890922,,,,,30.94745926755931,1925.8186341850724,,
36.2555919244111,13755.029890088555,37.04674022107156,0.5238787338780241,47.65681344026024,0.5238787338780241,,,,,,,805.8421877614818,4.16131669890922,,,,,36.51741272548379,2579.517398862521,,
41.567126199773114,11728.183955791515,42.47417968709681,0.5238787338780241,53.85797247105718,0.5238787338780241,,,,,,,930.572040929699,1.0452754953204315,,,,,41.86730439856252,3106.7599098338296,,
47.65681344026024,9737.815424766006,49.04841751712232,0.5238787338780241,61.30557921498212,0.5101434415464303,,,,,,,,,,,,,47.315125896148054,4052.213393797469,,
55.033229608518965,8526.469262158751,56.23413251903494,0.5101434415464303,20.983358470946484,0.5238787338780241,,,,,,,,,,,,,55.033229608518965,4880.468774311454,,
63.55138211119618,7079.457843841374,62.19421634147768,0.49676826739340607,23.884986491615024,0.5101434415464303,,,,,,,,,,,,,64.47257261795373,5723.903557562119,,
71.82076058301712,5878.0160722749115,71.82076058301712,4.16131669890922,26.799395624345166,0.5101434415464303,,,,,,,,,,,,,73.38799116412525,6713.099386829804,,
84.13951416451951,4880.468774311454,82.34268041029793,0.5101434415464303,30.72557365267447,0.5238787338780241,,,,,,,,,,,,,83.53625469578274,7666.822074546207,,
98.57119009006165,4052.213393797469,96.46616199111998,0.5238787338780241,95.08784390885371,1.0452754953204315,,,,,,,,,,,,,98.57119009006165,8302.918389984281,,
111.39738599948024,3276.3071936272217,109.01844923851267,0.5238787338780241,110.59869434355599,1.0178699841461236,,,,,,,,,,,,,113.01211428785615,8526.469262158751,,
129.56866975170215,2648.9692876105296,130.5043536312824,0.5379838403443686,127.71737975811435,0.5238787338780241,,,,,,,,,,,,,133.3521432163324,8526.469262158751,,
145.37843856076637,2141.7522448300083,148.55080171727752,0.5101434415464303,146.42829314104824,3.10675990983383,,,,,,,,,,,,,149.62356560944357,8526.469262158751,,
170.31386316718778,1686.254326315308,169.0927549681095,0.5238787338780241,170.31386316718778,1.0178699841461236,,,,,,,,,,,,,175.28711776018943,8085.228676856234,,
196.6753809283339,1225.918329359914,200.96711592305974,0.5101434415464303,193.86526359522097,5.146813856756934,,,,,,,,,,,,,200.96711592305974,7079.457843841374,,
225.48881277351538,965.1957137350706,225.48881277351538,0.5101434415464303,225.48881277351538,39.81071705534961,,,,,,,,,,,,,232.07320498294783,6365.699799548725,,
260.39041873986974,720.5967643273984,262.27083564681914,0.5101434415464303,258.52348395621937,54.75976030421944,,,,,,,,,,,,,258.52348395621937,4752.510411057897,,
298.5382618917963,567.34359182256,311.7094723580128,0.5101434415464303,302.8656361143965,30.522168432346817,,,,,,,,,,,,,296.39781652489864,3842.5133462543117,,
342.2748588242436,434.9722373637536,362.555919244111,0.5238787338780241,347.2362041195987,12.043957955871118,,,,,,,,,,,,,337.3844017221355,3276.3071936272217,,
400.98211294926404,292.0011859934602,400.98211294926404,0.5238787338780241,403.87781682432615,2.0855988045732854,,,,,,,,,,,,,384.0387080444012,2945.9866144801026,,
463.04692021652363,229.89973016685417,443.480981473089,0.5238787338780241,456.4308599328058,2.0855988045732854,,,,,,,,,,,,,453.1583637600818,2648.9692876105296,,
530.884444230989,128.14223889440828,527.0781343067205,0.5238787338780241,530.884444230989,0.5379838403443686,,,,,,,,,,,,,538.5797247105721,2141.7522448300083,,
608.6603340211327,106.39545518501413,608.6603340211327,0.5238787338780241,613.0557921498214,0.5379838403443686,,,,,,,,,,,,,613.0557921498214,1642.0433388871602,,
702.8699885226708,51.92596967591162,697.8305848598677,0.49676826739340607,718.2076058301709,2.1417522448300086,,,,,,,,,,,,,697.8305848598677,1327.6295892211253,,
805.8421877614818,35.79696061042163,823.4268041029798,0.5238787338780241,817.5230379436509,0.5238787338780241,,,,,,,,,,,,,835.3625469578262,1073.4188827013527,,
930.572040929699,16.56650016779771,923.9000699704306,0.5238787338780241,910.6992942127662,0.5101434415464303,,,,,,,,,,,,,950.8784390885367,801.3941241504921,,
