38.6261	-0.835113	-0.77931	-1.42954	1.82984
121.077	4.23201	-1.48889	2.70386	5.23809
110.856	1.66499	-1.10326	0.760959	2.13739
99.3036	0.92345	-1.30362	0.261712	1.61885
90.3965	1.21814	-1.36735	0.0126713	1.83131
128.342	1.27747	0.508114	1.0874	1.75287
47.5547	-0.203397	-2.13682	-1.96312	2.90881
91.4806	2.89468	3.96782	0.126948	4.91313
154.917	2.1904	-0.364742	4.74412	5.23809
83.1976	1.81317	-1.10306	-0.253164	2.13739
104.569	-2.17308	0.893572	0.610671	2.42769
53.328	0.163199	-1.42921	-1.07113	1.79349
103.719	0.96064	-1.72188	0.481333	2.02963
17.0173	-1.53074	-0.0827859	-5.00872	5.23806
44.2767	-1.28582	0.757131	-1.53033	2.1374
63.1877	2.67615	8.86407	-4.67968	10.3746
118.77	4.40273	-1.30294	2.52103	5.23806
45.4688	0.851196	2.42624	-2.52948	3.60686
133.535	3.01233	2.96599	4.01654	5.83128
141.358	-2.02264	-5.19763	6.97604	8.93149
45.0782	-3.09531	-5.13671	-5.98088	8.46981
60.5689	4.51658	0.64264	-2.57386	5.23806
114.935	-1.33776	-1.40245	0.901116	2.1374
128.878	0.082012	0.857367	0.694412	1.10635
15.2279	-0.0455984	-0.472433	-1.74357	1.80702
78.2512	1.96128	-0.528728	-0.422467	2.07477
147.42	-0.328035	1.27502	2.06023	2.44496
98.7879	6.12834	4.50504	1.17584	7.6964
23.3272	0.656734	1.96745	-4.80987	5.23804
85.271	-2.06153	0.536266	-0.176215	2.13742
70.9086	-4.57216	-4.30004	-2.17239	6.64186
102.922	-4.86618	-1.54457	1.17141	5.23809
56.1675	-1.63205	-0.699056	-1.19003	2.13739
127.324	-1.80627	-4.49871	3.69623	6.09616
110.237	4.57461	1.79649	1.8119	5.23807
58.343	-1.3111	1.26138	-1.12178	2.13739
66.422	1.47527	-0.457581	-0.674116	1.6853
13.4378	0.599887	-0.206173	-2.65486	2.72958
126.072	-0.369646	-1.19408	0.910575	1.54648
58.7522	-0.64677	1.38863	-0.92948	1.7918
85.0702	-0.013048	-2.08705	-0.180023	2.09484
19.9593	-1.51785	-3.10863	-9.52567	10.1344
124.834	4.40632	-4.15131	4.2129	7.37547
59.3378	-7.01356	-2.49124	-4.41261	8.6526
46.4191	3.76088	0.503555	-3.61099	5.23804
147.973	1.10524	-0.251574	1.8121	2.13742
57.0603	1.31982	0.322386	-0.88027	1.61887
108.06	0.999908	0.504395	0.36518	1.17796
39.5957	-2.11668	0.680898	-2.68816	3.48858
17.9467	-1.35905	-0.87064	-4.98317	5.23804
69.3689	-1.72429	1.014	-0.753116	2.13742
73.9836	4.59978	3.7464	-1.70293	6.17199
63.0693	2.40571	-4.00268	-2.37237	5.23804
80.4269	0.100868	-2.10524	-0.355465	2.13742
142.623	1.03938	-3.00515	4.16242	5.23804
50.5479	0.973861	-2.74234	-2.39484	3.76883
91.3817	-0.681844	-0.792348	0.0252139	1.04564
71.4509	-0.94199	-0.446673	-0.349819	1.09965
4.86705	0.036634	0.0909987	-1.15203	1.15619
67.525	-1.06982	-0.349727	-0.465635	1.21805
80.6862	-1.20268	-0.186712	-0.199606	1.23334
42.3135	3.05869	1.75455	-3.87341	5.23806
16.5046	0.686639	-0.609479	-3.09859	3.23175
59.5776	-4.89587	-0.874917	-2.92051	5.76753
110.035	-4.12317	-2.68632	1.79448	5.23804
112.435	-0.0424503	-2.98686	1.23338	3.23177
169.625	1.00355	-0.992436	7.7093	7.83743
58.2939	-4.2344	1.3887	-2.75293	5.23806
65.9844	0.287445	-1.9311	-0.869892	2.1374
57.3554	0.175156	-1.36248	-0.880024	1.6314
123.523	0.231022	-1.12447	0.760465	1.37699
36.2527	0.7921	-2.53725	-3.62473	4.49485
115.051	6.6799	-3.00681	3.42383	8.08607
94.8821	0.904416	-5.14007	0.44578	5.23804
128.321	-1.37979	0.952997	1.32534	2.13742
44.2961	2.0633	-3.10055	-3.81698	5.33291
104.184	1.09529	7.79937	1.99056	8.12355
31.7318	-2.26457	-0.627914	-3.80027	4.46818
91.3922	-8.28922	-2.85996	0.213111	8.77131
103.038	7.37338	-4.62008	2.01485	8.93149
138.826	2.7223	-2.0518	3.89753	5.17799
77.8774	-5.0796	0.65184	-1.10002	5.23806
79.8154	-2.09561	-0.184538	-0.377938	2.1374
71.4646	1.51781	0.0796213	-0.509595	1.60305
108.945	-4.59007	-1.86457	1.70058	5.23806
46.0109	1.29172	2.3841	-2.61752	3.76881
161.1	-0.378479	1.65399	4.95567	5.23809
113.173	1.29166	-1.48075	0.841091	2.13739
134.8	3.10109	-2.04884	3.69094	5.23809
99.0654	-1.55009	-1.43256	0.336771	2.13739
49.692	-6.65503	1.60921	-5.80816	8.97851
90.7583	-4.15443	-2.57688	0.0647047	4.88915
122.417	-3.33105	2.90806	2.80798	5.23807
115.038	1.64454	-1.02259	0.904572	2.13739
92.7386	-7.83214	-5.58579	0.460155	9.63096
72.5778	-6.52114	4.773	-2.53595	8.46982
42.9539	2.13475	-4.6707	-5.51596	7.53647
138.703	-0.467362	3.42523	3.93534	5.23809
92.6864	-0.963047	-3.39541	0.165596	3.53323
99.2756	5.60724	2.23977	0.986124	6.11802
20.518	-1.47591	1.09196	-4.90574	5.23804
70.6319	1.54162	-1.2998	-0.708843	2.13742
38.1276	-0.340768	0.562038	-0.837422	1.06456
116.48	-0.406617	-1.98661	1.01014	2.26546
124.972	0.364346	-0.979971	0.731308	1.27589
57.2746	1.0689	-2.53385	-1.76725	3.26896
100.177	-2.73093	-4.37292	0.925502	5.23804
89.7117	-0.288951	-2.11777	-0.0107548	2.13742
136.52	0.945892	0.604556	1.18377	1.63141
97.86	-6.94927	-5.47607	1.2214	8.93149
67.7767	0.7419	-4.79184	-1.98112	5.23804
96.521	-3.63701	0.763484	0.424795	3.74048
123.777	1.51564	-0.418892	1.05176	1.89178
72.0832	-0.137063	-1.9719	-0.639083	2.07741
105.651	-3.58094	3.55213	1.41309	5.23809
126.068	1.53021	-0.802127	1.25836	2.13739
75.2302	0.442135	-0.930042	-0.271501	1.06498
96.9611	-2.59915	0.773566	0.331101	2.73196
72.5694	-3.73758	3.31747	-1.56905	5.23804
161.792	0.502229	-0.440267	2.03039	2.13742
41.719	0.511847	-0.804868	-1.06985	1.43331
110.078	0.747133	1.14997	0.501264	1.46011
86.7369	2.04509	0.668452	-0.122671	2.15506
144.721	0.844839	-0.931793	1.77781	2.17775
90.3024	-1.54788	5.00406	0.0276414	5.23806
122.516	-1.57918	0.868718	1.14892	2.1374
39.9793	-2.1472	-4.75735	-6.22488	8.12355
115.604	-7.53234	-2.80928	3.85247	8.91458
55.8509	3.02052	3.1093	-2.94036	5.23804
63.4116	-1.19211	-1.49406	-0.95666	2.13742
90.3109	1.04676	9.59145	0.0523518	9.64854
95.1762	-8.21148	-3.57925	0.811454	8.99432
129.103	-0.781003	-0.0453053	0.635846	1.00813
149.564	-0.604418	-2.58373	4.5162	5.23804
61.1415	-1.60729	-0.959651	-1.03162	2.13742
50.4158	4.0088	-0.475824	-3.33777	5.23809
88.1333	-2.75001	0.868664	-0.0939946	2.88547
68.3789	1.13274	-6.5582	-2.63787	7.15901
121.222	-1.81328	4.09601	2.71517	5.23807
167.782	-0.141308	-0.4297	2.08898	2.13739
93.3907	1.57634	4.98565	0.309803	5.23809
89.6313	1.72893	-3.3346	-0.0241697	3.75624
122.424	1.4032	-0.0627567	0.892224	1.66403
111.375	10.695	-3.89153	4.45451	12.2217
47.2057	3.0675	5.83074	-6.09972	8.97851
73.6491	-0.00360557	1.01429	-0.297578	1.05705
125.156	-4.26961	-0.333279	3.01611	5.23809
36.2987	1.00024	0.774963	-1.72261	2.13739
81.8597	-0.149376	-1.07297	-0.154956	1.09434
86.2846	-5.22226	0.223644	-0.339434	5.23806
57.9533	1.42918	1.11341	-1.13413	2.1374
131.78	-1.01789	0.405772	0.979069	1.46946
81.5677	8.61876	-0.999255	-1.28624	8.77132
53.4765	-1.71932	2.13714	-2.03137	3.41319
79.7832	4.31642	2.81821	-0.92909	5.23804
128.996	0.998456	-1.32763	1.345	2.13742
83.5338	-0.0814322	-1.08434	-0.123243	1.09436
154.793	-2.84572	1.41269	6.74935	7.45972
23.8501	-2.11126	-0.168447	-4.79074	5.23804
104.649	-2.06783	0.0213181	0.540534	2.13742
28.0794	-2.93934	3.00566	-7.88022	8.93149
57.2186	-0.877183	0.242435	-0.586081	1.08246
67.2314	1.71025	0.154615	-0.720749	1.86235
54.7562	-1.46099	-4.15682	-3.11321	5.39497
157.605	1.8961	-0.622467	4.84297	5.23804
66.9272	-1.85119	-0.663303	-0.837653	2.13742
151.602	0.278577	0.717751	1.42407	1.61887
63.1873	-3.72593	-2.82349	-2.36276	5.23806
96.477	0.37531	-2.09033	0.241106	2.1374
161.792	-0.0543172	-0.337614	1.03955	1.09435
72.5679	0.953405	0.262151	-0.310477	1.03639
10.1512	0.194031	-0.287144	-1.93552	1.9663
19.7515	2.34068	3.40177	-11.5	12.2189
127.199	2.40455	3.40978	3.16688	5.23809
153.209	-0.928078	-0.258532	1.90794	2.13739
154.016	1.98855	1.40628	4.99712	5.55906
145.192	-1.2235	-2.72825	4.30078	5.23804
112.469	-0.279841	1.95523	0.816879	2.13742
58.1895	-0.412437	0.757938	-0.535232	1.01541
119.455	-4.5493	0.326572	2.57578	5.23807
83.2836	1.86046	-1.02209	-0.249979	2.13739
56.9681	0.812062	-7.55194	-4.93858	9.05985
92.7738	2.68838	-4.48836	0.253487	5.23804
176.854	-0.0110566	0.116788	2.13419	2.13742
102.857	0.882482	-1.32324	0.363012	1.63141
99.9908	4.7103	-1.21256	0.856822	4.93876
81.6103	-1.70156	4.89468	-0.764263	5.23806
88.4065	0.999124	-1.88857	-0.0594362	2.1374
148.912	-4.45627	1.51056	7.80385	9.11264
114.341	-4.1725	2.31656	2.15896	5.23806
61.2766	-0.397682	-1.83172	-1.0272	2.1374
84.4946	-1.98389	2.29761	-0.292587	3.04966
129.386	0.282774	4.03853	3.32376	5.23804
70.6759	-1.99996	-2.81277	-1.21026	3.65735
90.3026	2.8347	-4.40468	0.0276666	5.23809
64.8361	1.9148	-0.275614	-0.908838	2.13739
44.1566	-0.655067	-0.389939	-0.785123	1.09434
135.816	1.69012	3.23595	3.75626	5.23807
53.4642	-2.84746	1.00043	-2.23619	3.75625
86.0785	2.40348	8.64539	-0.615116	8.99432
88.5294	1.24742	-0.697235	-0.0366868	1.42953
54.9708	1.18438	1.36794	-1.26835	2.20969
91.5746	-7.04694	0.266165	0.193844	7.05463
90.3051	3.34943	7.40078	0.0432547	8.12356
51.4507	3.34149	2.36983	-3.2643	5.23806
146.353	2.03946	0.368489	3.11381	3.74045
90.8282	5.23718	0.0617327	0.075707	5.23809
55.7955	1.76596	-0.0784462	-1.20153	2.13739
97.4029	-4.67987	6.92826	1.08629	8.43102
94.1934	-1.8743	-4.8762	0.383023	5.23804
96.9337	0.910427	-1.91653	0.258029	2.13742
127.227	0.026734	1.28874	0.979378	1.61887
54.7921	-0.682436	-4.13984	-2.96061	5.13509
92.3172	-6.67017	-5.68498	0.354635	8.77131
53.3782	-4.76914	4.8441	-5.0525	8.46981
90.8117	-1.10476	-8.44869	0.120722	8.52147
126.38	0.454842	-4.19258	3.10688	5.23806
117.403	1.6171	0.992844	0.983733	2.1374
105.352	-2.57253	4.34699	1.38673	5.23806
