   -0.703364443778991699E+01   -0.110230984687805176E+02   -0.292919887235696722E+20   -0.851719318474945908E+01    1
   -0.704841655492782593E+01   -0.110568628311157227E+02   -0.187326960589663928E+20   -0.851739318474962737E+01    1
   -0.712214243412017822E+01   -0.110698649883270264E+02   -0.842747570011080602E+19   -0.851759318474962157E+01    1
   -0.713435930013656616E+01   -0.110620501041412354E+02   -0.809269723220222362E+19   -0.851779318474949143E+01    1
   -0.718427938222885132E+01   -0.110363032817840576E+02   -0.647765493734015693E+19   -0.851799318474956735E+01    1
   -0.715515863895416260E+01   -0.110820138454437256E+02   -0.555956912681171354E+19   -0.851819318474962905E+01    1
   -0.707453024387359619E+01   -0.111631844043731689E+02   -0.553159367534628966E+19   -0.851839318474945451E+01    1
   -0.713910055160522461E+01   -0.111238963603973389E+02   -0.438261704674214810E+19   -0.851859318474965477E+01    1
   -0.726290059089660645E+01   -0.110171966552734375E+02   -0.374449621298724198E+19   -0.851879318474973601E+01    1
   -0.726351392269134521E+01   -0.110179378986358643E+02   -0.369806925397996800E+19   -0.851899318474948153E+01    1
   -0.716371786594390869E+01   -0.111270000934600830E+02   -0.339510105642786355E+19   -0.851919318474950948E+01    1
   -0.707046043872833252E+01   -0.112317109107971191E+02   -0.305504606954985114E+19   -0.851939318474960494E+01    1
   -0.728535515069961548E+01   -0.110230128765106201E+02   -0.288614219273321779E+19   -0.851959318474955651E+01    1
   -0.706913274526596069E+01   -0.112445290088653564E+02   -0.274824368907592499E+19   -0.851979318474971237E+01    1
   -0.715501379966735840E+01   -0.111600756645202637E+02   -0.271244181074576384E+19   -0.851999318474986111E+01    1
   -0.722686272859573364E+01   -0.111060128211975098E+02   -0.230271006608069504E+19   -0.852019318474979492E+01    1
   -0.710311007499694824E+01   -0.112376608848571777E+02   -0.214102235444191667E+19   -0.852039318474958840E+01    1
   -0.727641355991363525E+01   -0.110700342655181885E+02   -0.203224272353066906E+19   -0.852059318474959326E+01    1
   -0.732499223947525024E+01   -0.110338702201843262E+02   -0.181281844964569626E+19   -0.852079318474960523E+01    1
   -0.720220398902893066E+01   -0.111676740646362305E+02   -0.163761561345616589E+19   -0.852099318474942535E+01    1
   -0.734565031528472900E+01   -0.110296003818511963E+02   -0.155888972544713114E+19   -0.852119318474941068E+01    1
   -0.723686408996582031E+01   -0.111533882617950439E+02   -0.135744963468648013E+19   -0.852139318474963936E+01    1
   -0.713484448194503784E+01   -0.112791903018951416E+02   -0.109034814587190426E+19   -0.852159318474963889E+01    1
   -0.712541711330413818E+01   -0.112927451133728027E+02   -0.104967259478949363E+19   -0.852179318474949277E+01    1
   -0.704960179328918457E+01   -0.113707809448242188E+02   -0.102840628549717402E+19   -0.852199318474956513E+01    1
   -0.723221582174301147E+01   -0.111963136196136475E+02   -0.954128006621347840E+18   -0.852219318474966236E+01    1
   -0.727264803647994995E+01   -0.111648526191711426E+02   -0.878487858272890496E+18   -0.852239318474959617E+01    1
   -0.724101555347442627E+01   -0.112021176815032959E+02   -0.834049764625623808E+18   -0.852259318474945538E+01    1
   -0.741160583496093750E+01   -0.110567395687103271E+02   -0.661396500081130496E+18   -0.852279318474961300E+01    1
   -0.700143080949783325E+01   -0.114761085510253906E+02   -0.607483864391847424E+18   -0.852299318474960366E+01    1
   -0.746994328498840332E+01   -0.110077593326568604E+02   -0.606920664977764096E+18   -0.852319318474951970E+01    1
   -0.722806107997894287E+01   -0.112823278903961182E+02   -0.448907050187247872E+18   -0.852339318474974128E+01    1
   -0.725994628667831421E+01   -0.112516999244689941E+02   -0.443746873496386240E+18   -0.852359318474980654E+01    1
   -0.748739045858383179E+01   -0.110307111740112305E+02   -0.418340120866490944E+18   -0.852379318474953429E+01    1
   -0.702182543277740479E+01   -0.115091991424560547E+02   -0.371187801598667840E+18   -0.852399318474958712E+01    1
   -0.741038364171981812E+01   -0.111282887458801270E+02   -0.346026933231364096E+18   -0.852419318474978915E+01    1
   -0.718669575452804565E+01   -0.113526091575622559E+02   -0.343940412886559424E+18   -0.852439318474968388E+01    1
   -0.721960407495498657E+01   -0.113212120532989502E+02   -0.339190116662580736E+18   -0.852459318474966032E+01    1
