   -0.998498898744583130E+01   -0.127895853519439697E+02   -0.913813040668215422E+02
   -0.101108776827679687E+02   -0.126922007267277692E+02   -0.905517170148153383E+02
   -0.101149479746818542E+02   -0.126972994804382324E+02   -0.902937582499995699E+02
   -0.824942272901535034E+01   -0.145655903816223145E+02   -0.900885966015734709E+02
   -0.111977199912071228E+02   -0.123266868591308594E+02   -0.900200959444733826E+02
   -0.111681760549545288E+02   -0.123283812999725342E+02   -0.899627732272192304E+02
   -0.989554940536945971E+01   -0.129282164151279275E+02   -0.898933913288408490E+02
   -0.838605698269294031E+01   -0.144386180832569391E+02   -0.898574984751237622E+02
   -0.104161528944969177E+02   -0.124655754566192627E+02   -0.898481380226429422E+02
   -0.803208695649492377E+01   -0.148026181903733320E+02   -0.896383881043022228E+02
   -0.864492854395479782E+01   -0.141906579481423307E+02   -0.896200849702714919E+02
   -0.908215550610583300E+01   -0.137543695006841595E+02   -0.896007639789772270E+02
   -0.816714864969253540E+01   -0.146714637279510498E+02   -0.895583637976196343E+02
   -0.839849695146746811E+01   -0.144442653576170734E+02   -0.894764640794654866E+02
   -0.856974666440086352E+01   -0.142731282716257866E+02   -0.894742847481582260E+02
   -0.997476887702941895E+01   -0.128711187839508057E+02   -0.894398080340611159E+02
   -0.792125225439051128E+01   -0.149293786641024990E+02   -0.893295135743085496E+02
   -0.102520949560354495E+02   -0.126143694906347044E+02   -0.892981129481644160E+02
   -0.100497631215093328E+02   -0.128058943124039217E+02   -0.892813146498336323E+02
   -0.100506521463394165E+02   -0.128060784339904785E+02   -0.892626905323732416E+02
   -0.889899772405624390E+01   -0.139563891887664795E+02   -0.892457221274642620E+02
   -0.111754060118867997E+02   -0.123467782373755739E+02   -0.892255587764933011E+02
   -0.111286969184875488E+02   -0.123494226932525635E+02   -0.891706505689287781E+02
   -0.915202361345291138E+01   -0.137116272449493408E+02   -0.891085848995403609E+02
   -0.838211458921432495E+01   -0.144818236827850342E+02   -0.891039912295244392E+02
   -0.106985474824905396E+02   -0.123869128227233887E+02   -0.890767936300794929E+02
   -0.102938382029533386E+02   -0.125914690494537354E+02   -0.890646909381595862E+02
   -0.971615207195281982E+01   -0.131517837047576904E+02   -0.890430287307011383E+02
   -0.808776658773422241E+01   -0.147802855968475342E+02   -0.890396832817278607E+02
   -0.897005339799306256E+01   -0.138990996029018259E+02   -0.890228863574275096E+02
   -0.101498335769425410E+02   -0.127247669548215061E+02   -0.890210114869331051E+02
   -0.858661723136901855E+01   -0.142850649356842041E+02   -0.889849287364593522E+02
   -0.829301846027374268E+01   -0.145830211639404297E+02   -0.889215733629682745E+02
   -0.103281207084655762E+02   -0.125722742080688477E+02   -0.889168360468731294E+02
   -0.918311190605163574E+01   -0.136939134597778320E+02   -0.889076005403289429E+02
   -0.916452612304955139E+01   -0.137133245135144772E+02   -0.888959894432610156E+02
   -0.914165538549423218E+01   -0.137371823787689209E+02   -0.888822168402728465E+02
   -0.790163826942443848E+01   -0.149794790744781494E+02   -0.888508832202906120E+02
   -0.116535342931747437E+02   -0.123556499481201172E+02   -0.888475752375367165E+02
   -0.108206940889358521E+02   -0.123779985904693604E+02   -0.888443915782615647E+02
   -0.996900989075833266E+01   -0.129147609359888982E+02   -0.888281423171968640E+02
   -0.948291705170226606E+01   -0.134005936266469519E+02   -0.888188399111171947E+02
   -0.844146285933453910E+01   -0.144424636551764785E+02   -0.888131723221257658E+02
   -0.101361802662495535E+02   -0.127526947425557751E+02   -0.888059125826031703E+02
   -0.100962342023849487E+02   -0.127914421558380127E+02   -0.888041239254269072E+02
   -0.100569310194805581E+02   -0.128318005767303411E+02   -0.887780934249922069E+02
   -0.103360677957534790E+02   -0.125752384662628174E+02   -0.887763701267219147E+02
   -0.995465976474670100E+01   -0.129338703954816907E+02   -0.887640255837144565E+02
   -0.118436993360519409E+02   -0.123598797321319580E+02   -0.887304993227335785E+02
   -0.102710728049278259E+02   -0.126338260173797607E+02   -0.887242430345099109E+02
   -0.110676757693290710E+02   -0.123675448894500732E+02   -0.887133538598431670E+02
   -0.102292362381689905E+02   -0.126725652301921787E+02   -0.887091476514927848E+02
   -0.802054762331653848E+01   -0.148719410177685418E+02   -0.887040714109163986E+02
   -0.107654787302017212E+02   -0.123912260532379150E+02   -0.887038976664293273E+02
   -0.856597912311553955E+01   -0.143296792507171631E+02   -0.886658146482629661E+02
   -0.109774319529533386E+02   -0.123734564781188965E+02   -0.886649588242941888E+02
   -0.113613791465759277E+02   -0.123643076419830322E+02   -0.886627628306685125E+02
   -0.976346206665039062E+01   -0.131327111721038818E+02   -0.886613373701490275E+02
   -0.104111542213582311E+02   -0.125307689338462627E+02   -0.886136738940402182E+02
   -0.118372690401769418E+02   -0.123659426443392828E+02   -0.885874601547851768E+02
   -0.914212176578547897E+01   -0.137606070412105339E+02   -0.885844029115061460E+02
   -0.847872716188430786E+01   -0.144256336688995361E+02   -0.885663464458165350E+02
   -0.118460937841031697E+02   -0.123669158069929157E+02   -0.885657467593688921E+02
   -0.119013504385948181E+02   -0.123677363395690918E+02   -0.885469151687662759E+02
   -0.794776034355163574E+01   -0.149589648246765137E+02   -0.885406714312804581E+02
   -0.991414439678192139E+01   -0.129933197498321533E+02   -0.885383632905380011E+02
   -0.991923832419440643E+01   -0.129895742378971111E+02   -0.885242277749488125E+02
   -0.970445779445565648E+01   -0.132044443904601589E+02   -0.885183147319365418E+02
   -0.953135435324425373E+01   -0.133785127423210515E+02   -0.885075653465403605E+02
   -0.921016198396682739E+01   -0.137005176544189453E+02   -0.884989670107676147E+02
   -0.888949763774871826E+01   -0.140220458507537842E+02   -0.884900476182705660E+02
   -0.860954624414443970E+01   -0.143020184040069580E+02   -0.884898298305190139E+02
   -0.107438527760353004E+02   -0.124059400994276139E+02   -0.884867396162230762E+02
   -0.115822808146476746E+02   -0.123712730407714844E+02   -0.884838023014357589E+02
   -0.101009751672877535E+02   -0.128141745721750286E+02   -0.884820142534445608E+02
   -0.850673792716872867E+01   -0.144071345621907376E+02   -0.884663710911052164E+02
   -0.818764072771070417E+01   -0.147268956636079498E+02   -0.884597144968635689E+02
   -0.858698558807373047E+01   -0.143288657665252686E+02   -0.884466496455085718E+02
   -0.888835412263870239E+01   -0.140285415649414062E+02   -0.884363861400114502E+02
   -0.118362673937828831E+02   -0.123732113366803951E+02   -0.884356041368176449E+02
   -0.112864680290222168E+02   -0.123761875629425049E+02   -0.884268816667759694E+02
   -0.100189958050614294E+02   -0.129006302009259777E+02   -0.884224918446719528E+02
   -0.104345339330793809E+02   -0.125314908281528368E+02   -0.884075237563554452E+02
   -0.861042692433931123E+01   -0.143100801184752520E+02   -0.884016442269773108E+02
   -0.983316731452941895E+01   -0.130881590843200684E+02   -0.883961133152527765E+02
   -0.104347963333129883E+02   -0.125325098037719727E+02   -0.883939774931431401E+02
   -0.811180663108825684E+01   -0.148110930919647217E+02   -0.883792546987296532E+02
   -0.119368044734001160E+02   -0.123766417503356934E+02   -0.883691949350099293E+02
   -0.119508073925971985E+02   -0.123773443698883057E+02   -0.883562545396564190E+02
   -0.105989767257400853E+02   -0.124519329677640478E+02   -0.883542157055628365E+02
   -0.102996648550033569E+02   -0.126418116092681885E+02   -0.883504975794434984E+02
   -0.108227510213755060E+02   -0.124029285697208618E+02   -0.883445335312686524E+02
   -0.988053258665074985E+01   -0.130478283907527430E+02   -0.883330401185436358E+02
   -0.814123791456222534E+01   -0.147871932983398438E+02   -0.883293442249787262E+02
   -0.105492059588432312E+02   -0.124750609397888184E+02   -0.883176574182872258E+02
   -0.804528069496154785E+01   -0.148850502967834473E+02   -0.883127808566249826E+02
   -0.796271932125091553E+01   -0.149676871299743652E+02   -0.883121289228846962E+02
   -0.890310418605804443E+01   -0.140276646614074707E+02   -0.883090046648372748E+02
   -0.117842758634289133E+02   -0.123803088432471071E+02   -0.883067109479522401E+02
   -0.821323376893997192E+01   -0.147188591957092285E+02   -0.882976758631672993E+02
   -0.951583456993103027E+01   -0.134165003299713135E+02   -0.882957220503949856E+02
   -0.972113025188446045E+01   -0.132119369506835938E+02   -0.882900922573347344E+02
   -0.928056311607360840E+01   -0.136528584957122803E+02   -0.882864581053760844E+02
   -0.101275787498455756E+02   -0.128091828570834032E+02   -0.882857963652852646E+02
   -0.917655390501022339E+01   -0.137590849399566650E+02   -0.882680151178446977E+02
   -0.100249398946762085E+02   -0.129120845794677734E+02   -0.882670423230095480E+02
   -0.101327685713768005E+02   -0.128063802719116211E+02   -0.882669791889697706E+02
   -0.114653409719467163E+02   -0.123838038444519043E+02   -0.882642806181525117E+02
   -0.996024650335311890E+01   -0.129776163101196289E+02   -0.882555259303950947E+02
   -0.946412843465805054E+01   -0.134742224216461182E+02   -0.882460248254466109E+02
   -0.810987793000424162E+01   -0.148285779273794613E+02   -0.882451245484487572E+02
   -0.817256939411163330E+01   -0.147662093639373779E+02   -0.882425389307164636E+02
   -0.914735209941864014E+01   -0.137931411266326904E+02   -0.882289414799731873E+02
   -0.844802898168563843E+01   -0.144928498268127441E+02   -0.882259091804862265E+02
   -0.105533826640911066E+02   -0.124816709570160143E+02   -0.882213066222483633E+02
   -0.110549359437085251E+02   -0.123940744582101310E+02   -0.882172160228180502E+02
   -0.110102803127854845E+02   -0.123964925115857589E+02   -0.882112691106883631E+02
   -0.839041759223591477E+01   -0.145527812734231539E+02   -0.882079073724383278E+02
   -0.939906191825866699E+01   -0.135445082187652588E+02   -0.882050916831733076E+02
   -0.936680537462234497E+01   -0.135768809318542480E+02   -0.882041957861186177E+02
   -0.111921094059944153E+02   -0.123911399841308594E+02   -0.882001767833271231E+02
   -0.105169449918968620E+02   -0.125018736654744558E+02   -0.881980163855635624E+02
   -0.837185333702454493E+01   -0.145737731906340890E+02   -0.881894779820517130E+02
   -0.814623874425888062E+01   -0.148008649349212646E+02   -0.881784642999606376E+02
   -0.868069273233413696E+01   -0.142667841911315918E+02   -0.881757050515588929E+02
   -0.873253784210580442E+01   -0.142150358280980633E+02   -0.881749914008016304E+02
   -0.105496535897254944E+02   -0.124881634712219238E+02   -0.881719642779823261E+02
   -0.970326495170593262E+01   -0.132449703216552734E+02   -0.881705844024131835E+02
   -0.100361968646441184E+02   -0.129133874502810819E+02   -0.881699685811902611E+02
   -0.870688754584069180E+01   -0.142422197313856831E+02   -0.881637629249137262E+02
   -0.846236777305603027E+01   -0.144872815608978271E+02   -0.881598319428882320E+02
   -0.883077663183212280E+01   -0.141190505027770996E+02   -0.881585469587743944E+02
   -0.918690874955613523E+01   -0.137630939047438989E+02   -0.881572840707108583E+02
   -0.102927346229553223E+02   -0.126712296009063721E+02   -0.881509058391258833E+02
   -0.962196327938344886E+01   -0.133300061735004185E+02   -0.881434317039433779E+02
   -0.950808566808700562E+01   -0.134439647197723389E+02   -0.881427255512348466E+02
   -0.112444479423175956E+02   -0.123941994975104901E+02   -0.881418965213786549E+02
   -0.105139340162277222E+02   -0.125098168849945068E+02   -0.881378327050185533E+02
   -0.807111088742367500E+01   -0.148820756659525664E+02   -0.881346566813116397E+02
   -0.106831548810005188E+02   -0.124441068172454834E+02   -0.881334676296661428E+02
   -0.834360330278714635E+01   -0.146102197476609668E+02   -0.881302130075873720E+02
   -0.910249036550521851E+01   -0.138515169620513916E+02   -0.881289330049521880E+02
   -0.916228013137484076E+01   -0.137918178180814976E+02   -0.881283047372756556E+02
   -0.106652786246047064E+02   -0.124494788970661503E+02   -0.881277633759088559E+02
   -0.949829381704330444E+01   -0.134569921493530273E+02   -0.881201606179767367E+02
   -0.117979849576950073E+02   -0.123924820423126221E+02   -0.881194112545786794E+02
   -0.852788731388348431E+01   -0.144276887971987691E+02   -0.881181079301982777E+02
   -0.823239636421203613E+01   -0.147235586643218994E+02   -0.881155170441593611E+02
   -0.118679916294305077E+02   -0.123927583665902130E+02   -0.881145742666390248E+02
   -0.796788793802261353E+01   -0.149884042739868164E+02   -0.881132191154768236E+02
   -0.104301605820655823E+02   -0.125658445358276367E+02   -0.881079925010863292E+02
   -0.888819030955170142E+01   -0.140697397128775421E+02   -0.881021585036756107E+02
   -0.102769100079853146E+02   -0.126921260142557024E+02   -0.881018417934486706E+02
   -0.106825745706198845E+02   -0.124474757471268145E+02   -0.880986357777505731E+02
   -0.940815848112106323E+01   -0.135517272949218750E+02   -0.880891926224814199E+02
   -0.106398693919181824E+02   -0.124612791538238525E+02   -0.880855195609508854E+02
   -0.931841206550598145E+01   -0.136421530246734619E+02   -0.880847201535427899E+02
   -0.881890606880187988E+01   -0.141416909694671631E+02   -0.880845001782580965E+02
   -0.988873523473739624E+01   -0.130733060836791992E+02   -0.880772012874749777E+02
   -0.102838589683871646E+02   -0.126899033561553427E+02   -0.880738937734236060E+02
   -0.876957252786167629E+01   -0.141927163064868971E+02   -0.880735215819278494E+02
   -0.113999768803101027E+02   -0.123975534092297366E+02   -0.880721871214125827E+02
   -0.966881681034088736E+01   -0.132949745117838312E+02   -0.880641819292286954E+02
   -0.116414527364184046E+02   -0.123969915482607327E+02   -0.880639440105857574E+02
   -0.890027828321219161E+01   -0.140639934112615776E+02   -0.880608702513314654E+02
   -0.861703786653522030E+01   -0.143473844721721449E+02   -0.880599182800339548E+02
   -0.110394589973913995E+02   -0.124068390956587429E+02   -0.880551245283350568E+02
   -0.100325523018836975E+02   -0.129339590072631836E+02   -0.880542493897950322E+02
