   -0.969940531253814697E+01    0.363841772079467773E+00   -0.128542051564021250E+03
   -0.119071805477142334E+02    0.522290349006652832E+00   -0.126426579962084972E+03
   -0.119961261749267578E+02    0.487222075462341309E+00   -0.125932828331618779E+03
   -0.110817057740215965E+02    0.480149779120390807E+00   -0.125835693794094382E+03
   -0.118894042968750000E+02    0.472906231880187988E+00   -0.125737031719623559E+03
   -0.101552206743580697E+02    0.456014433786212647E+00   -0.125561928188141110E+03
   -0.102400531768798828E+02    0.457691192626953125E+00   -0.125556230266156916E+03
   -0.117272841760683129E+02    0.455965780250646047E+00   -0.125509657462210598E+03
   -0.109418857016269673E+02    0.451702635359371607E+00   -0.125453211267988863E+03
   -0.119786449670791626E+02    0.446966052055358887E+00   -0.125390767529206002E+03
   -0.115329473423309246E+02    0.445776991831546843E+00   -0.125375158552041199E+03
   -0.954969559959438286E+01   -0.846913310504058270E+00   -0.125369379357349956E+03
   -0.115813042491633063E+02    0.441803584239816916E+00   -0.125323165762708300E+03
   -0.103502544164657593E+02    0.439636111259460449E+00   -0.125303190291485109E+03
   -0.119728697907324602E+02    0.439238646142045219E+00   -0.125289739793163903E+03
   -0.119657028313514822E+02    0.438413813212703563E+00   -0.125279013505033902E+03
   -0.100111269342641513E+02    0.422442755949574256E+00   -0.125259830065495194E+03
   -0.116596745252609253E+02    0.433029413223266602E+00   -0.125209266461337023E+03
   -0.101367398500442505E+02    0.427127718925476074E+00   -0.125191535315760333E+03
   -0.100959974527359009E+02    0.413226485252380371E+00   -0.125039589935013993E+03
   -0.116743026684834099E+02    0.416823077924745045E+00   -0.125002190948613432E+03
   -0.104883261551411522E+02    0.415517697883439618E+00   -0.124987915621195413E+03
   -0.106997590277066124E+02    0.400390949924277928E+00   -0.124796912090280117E+03
   -0.116798882659190753E+02    0.400320923528836303E+00   -0.124795738240935250E+03
   -0.961329495906829834E+01   -0.256446480751037598E+00   -0.124733694525579835E+03
   -0.116387153863906860E+02    0.393866300582885742E+00   -0.124716195342015723E+03
   -0.101482740640640259E+02    0.389503121376037598E+00   -0.124711457203674030E+03
   -0.117618439849986700E+02    0.391599444566567811E+00   -0.124688421185990407E+03
   -0.116340897600204016E+02    0.389620868151281607E+00   -0.124664247696868557E+03
   -0.117250282340636964E+02    0.384886061158765003E+00   -0.124606658785832835E+03
   -0.103010762929916382E+02    0.382279872894287109E+00   -0.124586790842194830E+03
   -0.101905614074810487E+02    0.380098218175686231E+00   -0.124581061711705573E+03
   -0.966526496572531180E+01    0.182030837762803266E-02   -0.124579977041462158E+03
   -0.102886597330714302E+02    0.377383117457745554E+00   -0.124529112801929202E+03
   -0.115089991092681885E+02    0.377803564071655273E+00   -0.124521198059915591E+03
