   -0.600022673606872559E+01   -0.649978876113891602E+00   -0.519581924984086259E+30   -0.851719318474945908E+01    1
   -0.600377547740936279E+01    0.491932749748229980E+00   -0.486703090393460135E+30   -0.851739318474962737E+01    1
   -0.600379908084869385E+01   -0.642490386962890625E-02   -0.486491522062864598E+30   -0.851759318474962157E+01    1
   -0.600478470325469971E+01   -0.610028266906738281E+00   -0.477738561030449043E+30   -0.851779318474949143E+01    1
   -0.600548315048217773E+01   -0.664773225784301758E+00   -0.471631408358602215E+30   -0.851799318474956735E+01    1
   -0.600848042964935303E+01   -0.554720640182495117E+00   -0.446297532746279029E+30   -0.851819318474962905E+01    1
   -0.600878620147705078E+01    0.491643190383911133E+00   -0.443790816835617097E+30   -0.851839318474945451E+01    1
   -0.601027035713195801E+01   -0.487782955169677734E+00   -0.431822299844819242E+30   -0.851859318474965477E+01    1
   -0.601296186447143555E+01    0.630426883697509766E+00   -0.410934881695768827E+30   -0.851879318474973601E+01    1
   -0.601493275165557861E+01    0.818305969238281250E+00   -0.396283426862283792E+30   -0.851899318474948153E+01    1
   -0.601751625537872314E+01   -0.365905046463012695E+00   -0.377866055525413670E+30   -0.851919318474950948E+01    1
   -0.601799511909484863E+01    0.221079945564270020E+00   -0.374547558440956590E+30   -0.851939318474960494E+01    1
   -0.601873934268951416E+01    0.542230248451232910E+00   -0.369447882411788217E+30   -0.851959318474955651E+01    1
   -0.602099740505218506E+01   -0.582901239395141602E+00   -0.354395894963592323E+30   -0.851979318474971237E+01    1
   -0.602149128913879395E+01   -0.510227203369140625E+00   -0.351186336042810994E+30   -0.851999318474986111E+01    1
   -0.602236282825469971E+01    0.115311622619628906E+00   -0.345593286363647612E+30   -0.852019318474979492E+01    1
   -0.602370214462280273E+01    0.822451114654541016E-01   -0.337171428686670386E+30   -0.852039318474958840E+01    1
   -0.602937912940979004E+01    0.769331812858581543E+00   -0.303693074223874427E+30   -0.852059318474959326E+01    1
   -0.602957367897033691E+01   -0.109866738319396973E+00   -0.302606666481789257E+30   -0.852079318474960523E+01    1
   -0.602991700172424316E+01    0.563713669776916504E+00   -0.300698948438520518E+30   -0.852099318474942535E+01    1
   -0.603428757190704346E+01   -0.865481019020080566E+00   -0.277438896164046443E+30   -0.852119318474941068E+01    1
   -0.603539228439331055E+01    0.984340667724609375E+00   -0.271850194460218908E+30   -0.852139318474963936E+01    1
   -0.603609967231750488E+01   -0.686103820800781250E+00   -0.268330811830061601E+30   -0.852159318474963889E+01    1
   -0.603763782978057861E+01    0.390940427780151367E+00   -0.260834650673402612E+30   -0.852179318474949277E+01    1
   -0.603791356086730957E+01    0.336088418960571289E+00   -0.259513190022850633E+30   -0.852199318474956513E+01    1
   -0.603807699680328369E+01   -0.516255378723144531E+00   -0.258733074199940299E+30   -0.852219318474966236E+01    1
   -0.604022920131683350E+01    0.706576228141784668E+00   -0.248676251694267988E+30   -0.852239318474959617E+01    1
   -0.604250657558441162E+01    0.668933391571044922E-01   -0.238459878572538149E+30   -0.852259318474945538E+01    1
   -0.604499065876007080E+01    0.835397243499755859E+00   -0.227794195281037164E+30   -0.852279318474961300E+01    1
   -0.604599201679229736E+01   -0.422080397605895996E+00   -0.223630888256036873E+30   -0.852299318474960366E+01    1
   -0.604612612724304199E+01    0.605870485305786133E+00   -0.223079111050594481E+30   -0.852319318474951970E+01    1
   -0.604618692398071289E+01    0.604494690895080566E+00   -0.222829420738342523E+30   -0.852339318474974128E+01    1
   -0.604661321640014648E+01   -0.111471414566040039E+00   -0.221086483443113978E+30   -0.852359318474980654E+01    1
   -0.605084896087646484E+01    0.377524733543395996E+00   -0.204491959335016385E+30   -0.852379318474953429E+01    1
   -0.605192363262176514E+01   -0.814777731895446777E+00   -0.200483604619137757E+30   -0.852399318474958712E+01    1
   -0.605207240581512451E+01   -0.372288227081298828E-01   -0.199934930764067304E+30   -0.852419318474978915E+01    1
   -0.605412447452545166E+01   -0.427907347679138184E+00   -0.192518348266212718E+30   -0.852439318474968388E+01    1
   -0.605425071716308594E+01   -0.137855291366577148E+00   -0.192071171748377269E+30   -0.852459318474966032E+01    1
   -0.605540549755096436E+01   -0.424692749977111816E+00   -0.188028613116183844E+30   -0.852479318474954439E+01    1
   -0.605562007427215576E+01    0.394611358642578125E+00   -0.187286868847844938E+30   -0.852499318474944623E+01    1
   -0.605727338790893555E+01    0.944858789443969727E-01   -0.181668997597858081E+30   -0.852519318474947951E+01    1
   -0.605827081203460693E+01   -0.238785743713378906E-01   -0.178361627646255533E+30   -0.852539318474947372E+01    1
   -0.605870425701141357E+01   -0.983074903488159180E-01   -0.176943195874613079E+30   -0.852559318474954608E+01    1
   -0.605972456932067871E+01    0.563334107398986816E+00   -0.173648632911965621E+30   -0.852579318474953318E+01    1
   -0.606104671955108643E+01   -0.998779773712158203E+00   -0.169470521832879798E+30   -0.852599318474955048E+01    1
   -0.606312990188598633E+01    0.464540958404541016E+00   -0.163090516476537359E+30   -0.852619318474972054E+01    1
   -0.606363987922668457E+01   -0.928596496582031250E+00   -0.161565596859770172E+30   -0.852639318474960106E+01    1
   -0.606398212909698486E+01    0.537902116775512695E-01   -0.160550214586831715E+30   -0.852659318474959882E+01    1
   -0.606427967548370361E+01   -0.813685297966003418E+00   -0.159672644917131153E+30   -0.852679318474983283E+01    1
   -0.606555819511413574E+01   -0.178192377090454102E+00   -0.155956098562817025E+30   -0.852699318474987322E+01    1
   -0.606787347793579102E+01    0.362632870674133301E+00   -0.149444556196821578E+30   -0.852719318474984611E+01    1
   -0.607072448730468750E+01    0.859181165695190430E+00   -0.141798626674271974E+30   -0.852739318474960051E+01    1
   -0.607213532924652100E+01   -0.250266075134277344E+00   -0.138160943121135605E+30   -0.852759318474954675E+01    1
   -0.607270288467407227E+01   -0.411767363548278809E+00   -0.136724028373180014E+30   -0.852779318474953563E+01    1
   -0.607342529296875000E+01   -0.416239142417907715E+00   -0.134916659424826657E+30   -0.852799318474942503E+01    1
   -0.607355082035064697E+01   -0.983783006668090820E+00   -0.134605052060306601E+30   -0.852819318474962706E+01    1
   -0.607465302944183350E+01   -0.321212530136108398E+00   -0.131899663507911567E+30   -0.852839318474972075E+01    1
   -0.607711172103881836E+01   -0.706405401229858398E+00   -0.126059086265469138E+30   -0.852859318474956218E+01    1
   -0.607784914970397949E+01    0.342126250267028809E+00   -0.124358285391611289E+30   -0.852879318474957415E+01    1
   -0.608132851123809814E+01   -0.997880816459655762E+00   -0.116637937982059509E+30   -0.852899318474961809E+01    1
   -0.608183884620666504E+01    0.628161787986755371E+00   -0.115546595412737312E+30   -0.852919318474955546E+01    1
   -0.608213996887207031E+01    0.987735033035278320E+00   -0.114907446077979397E+30   -0.852939318474953367E+01    1
   -0.608331370353698730E+01    0.657480239868164062E+00   -0.112449698371868461E+30   -0.852959318474969841E+01    1
   -0.608374822139739990E+01    0.111746311187744141E+00   -0.111553230580278020E+30   -0.852979318474963577E+01    1
   -0.608430898189544678E+01   -0.489701271057128906E+00   -0.110406862383063541E+30   -0.852999318474949852E+01    1
