0.015, 0.05012224939
0.045, 0.08487600419
0.075, 0.08994062173
0.105, 0.09081383165
0.135, 0.09081383165
0.165, 0.09098847363
0.195, 0.09081383165
0.225, 0.09081383165
0.255, 0.09098847363
0.285, 0.09098847363
0.315, 0.09081383165
0.345, 0.04069158226
0.375, 0.006112469438
0.405, 0.001047851904
0.435, 0.0001746419839
0.465, 0
0.495, 0
0.525, 0
0.555, 0
0.585, 0
0.615, 0
0.645, 0
0.675, 0
0.705, 0
0.735, 0
0.765, 0
0.795, 0
0.825, 0
0.855, 0
0.885, 0
0.915, 0
0.945, 0
0.975, 0
1.005, 0
1.035, 0
1.065, 0
1.095, 0
1.125, 0
1.155, 0
1.185, 0
