   -0.700131279230117798E+01    0.357237994670867918E-11   -0.509307037956888016E+22   -0.851719318474945908E+01    1
   -0.700184714794158936E+01    0.711260259151458669E-11   -0.504367168527133888E+22   -0.851739318474962737E+01    1
   -0.700324398279190063E+01    0.650648117065429662E-11   -0.491544997092236093E+22   -0.851759318474962157E+01    1
   -0.700407606363296509E+01    0.873523890972137393E-11   -0.484110907224298095E+22   -0.851779318474949143E+01    1
   -0.700409305095672607E+01    0.971736192703246961E-11   -0.483982075538157915E+22   -0.851799318474956735E+01    1
   -0.700573575496673584E+01    0.399365007877349869E-11   -0.469461373055564880E+22   -0.851819318474962905E+01    1
   -0.700713437795639038E+01    0.672798633575439384E-11   -0.457556051267047549E+22   -0.851839318474945451E+01    1
   -0.700715255737304688E+01    0.730535745620727522E-11   -0.457412552063843461E+22   -0.851859318474965477E+01    1
   -0.700966519117355347E+01    0.521696865558624205E-11   -0.436694432257584084E+22   -0.851879318474973601E+01    1
   -0.700988125801086426E+01    0.536432981491088849E-11   -0.434961627788136730E+22   -0.851899318474948153E+01    1
   -0.701223832368850708E+01    0.642435550689697270E-12   -0.416448968929430313E+22   -0.851919318474950948E+01    1
   -0.701278102397918701E+01    0.226346015930175768E-11   -0.412311722740820109E+22   -0.851939318474960494E+01    1
   -0.701842528581619263E+01    0.200052320957183827E-11   -0.371595463657722793E+22   -0.851959318474955651E+01    1
   -0.701974999904632568E+01    0.967571437358856116E-11   -0.362727622532393599E+22   -0.851979318474971237E+01    1
   -0.701980692148208618E+01    0.809886872768402042E-11   -0.362319346979842713E+22   -0.851999318474986111E+01    1
   -0.702161055803298950E+01    0.529150307178497310E-11   -0.350443040941557206E+22   -0.852019318474979492E+01    1
   -0.702237200736999512E+01    0.938484668731689465E-12   -0.345535692555261890E+22   -0.852039318474958840E+01    1
   -0.702346217632293701E+01    0.634225010871887142E-11   -0.338703556800004280E+22   -0.852059318474959326E+01    1
   -0.702541482448577881E+01    0.908378720283508199E-11   -0.326776850101718378E+22   -0.852079318474960523E+01    1
   -0.702608090639114380E+01    0.450414359569549496E-11   -0.322734801614246825E+22   -0.852099318474942535E+01    1
   -0.702629697322845459E+01    0.888967573642730680E-11   -0.321506811324141142E+22   -0.852119318474941068E+01    1
   -0.702718806266784668E+01    0.266176223754882813E-11   -0.316207544265558406E+22   -0.852139318474963936E+01    1
   -0.702818495035171509E+01    0.694775104522705069E-11   -0.310490789089513256E+22   -0.852159318474963889E+01    1
